epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.536309,0.536309,0.529207,0.866317,0.866317,0.650471
1,0.395585,0.395585,0.451227,0.788119,0.788119,0.620204
2,0.376907,0.376907,0.439449,0.756167,0.756167,0.603054
3,0.364782,0.364782,0.430837,0.746081,0.746081,0.597417
4,0.357006,0.357006,0.425228,0.737067,0.737067,0.589043
5,0.351669,0.351669,0.421982,0.728861,0.728861,0.587488
6,0.346436,0.346436,0.418432,0.735541,0.735541,0.588880
7,0.342876,0.342876,0.416448,0.728407,0.728407,0.585650
8,0.340491,0.340491,0.415198,0.734188,0.734188,0.586815
9,0.336861,0.336861,0.412864,0.750590,0.750590,0.592859
10,0.335320,0.335320,0.412296,0.770375,0.770375,0.599048
11,0.330991,0.330991,0.409261,0.758523,0.758523,0.594841
12,0.329538,0.329538,0.408639,0.768165,0.768165,0.597272
13,0.329530,0.329530,0.408706,0.761502,0.761502,0.594999
