epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.672279,0.672279,0.600004,1.372737,1.372737,0.837491
1,0.569123,0.569123,0.545922,1.328486,1.328486,0.820581
2,0.555666,0.555666,0.538162,1.313192,1.313192,0.815707
3,0.544373,0.544373,0.532427,1.299439,1.299439,0.809144
4,0.537308,0.537308,0.528737,1.297576,1.297576,0.804679
5,0.530925,0.530925,0.525802,1.326106,1.326106,0.815346
6,0.525884,0.525884,0.523542,1.295553,1.295553,0.805529
7,0.521459,0.521459,0.521665,1.278954,1.278954,0.799221
8,0.517928,0.517928,0.519920,1.283100,1.283100,0.800549
9,0.516345,0.516345,0.518785,1.283075,1.283075,0.801132
10,0.514247,0.514247,0.517439,1.262320,1.262320,0.790224
11,0.510869,0.510869,0.515409,1.276855,1.276855,0.796256
12,0.509917,0.509917,0.514237,1.285941,1.285941,0.795042
13,0.508816,0.508816,0.514150,1.269291,1.269291,0.790671
14,0.506097,0.506097,0.512049,1.268653,1.268653,0.790228
15,0.505942,0.505942,0.512347,1.263114,1.263114,0.788583
16,0.504982,0.504982,0.511884,1.265592,1.265592,0.787953
