epoch,train_loss,train_mse,train_mae,train_max_abs_state,train_firing_rate,train_eta,train_kappa,train_would_cap_rate,train_support_p,train_score_std,train_grad_WQ_norm,train_grad_WK_norm,train_grad_eta_hat_norm,train_grad_WQ_absmax,train_grad_WK_absmax,train_grad_absmax_all,train_grad_total_norm_pre,train_clip_rate,train_singleton_frac,val_loss,val_mse,val_mae
0,0.442630,0.442630,0.557662,17.819426,0.195592,0.500000,0.927086,0.064089,0.393299,1.258790,4812977152.000000,7540335104.000000,0.000000,3323800576.000000,6682329088.000000,13495838720.000000,18723438592.000000,1.000000,0.043159,0.464304,0.464304,0.578716
