epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.653359,0.511380,0.673274,0.135245,0.000047,1.196631,1.098789,0.764439,0.090197,1.073848,0.695973
1,0.518292,0.445565,0.856055,0.064165,0.000088,1.079171,1.015322,0.845271,0.055396,1.017740,0.672125
2,0.484569,0.427080,0.875646,0.048732,0.000104,1.060079,1.003879,0.835505,0.047846,1.003117,0.664887
3,0.473351,0.418970,0.852599,0.045853,0.000100,1.049040,0.992037,0.792016,0.049082,0.996717,0.663464
4,0.467831,0.414416,0.825837,0.045156,0.000125,1.044310,0.990824,0.777899,0.045706,0.995885,0.662450
5,0.459625,0.406249,0.797944,0.045396,0.000118,1.053312,0.997797,0.737207,0.048143,0.993634,0.662085
6,0.455099,0.401739,0.775536,0.045603,0.000129,1.046558,0.992315,0.723166,0.047011,0.996916,0.663536
7,0.450887,0.397150,0.754210,0.046194,0.000129,1.071686,1.016735,0.697969,0.047971,0.994950,0.662868
8,0.448035,0.394274,0.742502,0.046335,0.000128,1.073375,1.018661,0.694451,0.047770,0.996771,0.663354
9,0.445722,0.391909,0.740417,0.046407,0.000134,1.044035,0.989586,0.698228,0.047467,0.996027,0.663512
10,0.445500,0.391531,0.737988,0.046588,0.000140,1.050858,0.994501,0.684883,0.049509,0.998065,0.664050
11,0.444668,0.391029,0.736788,0.046270,0.000136,1.043604,0.989956,0.702731,0.046620,0.996347,0.663512
12,0.444359,0.390476,0.733914,0.046542,0.000157,1.044300,0.991183,0.704151,0.046075,0.997864,0.664089
13,0.443922,0.390224,0.733482,0.046362,0.000185,1.045715,0.992820,0.705306,0.045842,0.996515,0.664187
14,0.444643,0.390682,0.730955,0.046650,0.000160,1.046716,0.990441,0.680930,0.049466,0.998197,0.664503
15,0.443008,0.389223,0.729589,0.046487,0.000137,1.050563,0.995929,0.692298,0.047712,0.999131,0.664729
16,0.443015,0.389223,0.729843,0.046492,0.000140,1.065756,1.010955,0.690149,0.047900,0.997013,0.664081
