epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.181281,0.181281,0.055488,0.055488,0.000000,0.000000
1,0.045450,0.045450,0.034846,0.034846,0.000000,0.000000
2,0.031515,0.031515,0.029555,0.029555,0.000000,0.000000
3,0.027890,0.027890,0.027594,0.027594,0.000000,0.000000
4,0.026466,0.026466,0.026109,0.026109,0.000000,0.000000
5,0.025651,0.025651,0.025248,0.025248,0.000000,0.000000
6,0.025085,0.025085,0.024493,0.024493,0.000000,0.000000
7,0.024634,0.024634,0.024265,0.024265,0.000000,0.000000
8,0.024348,0.024348,0.023687,0.023687,0.000000,0.000000
9,0.023935,0.023935,0.022899,0.022899,0.000000,0.000000
10,0.023693,0.023693,0.022946,0.022946,0.000000,0.000000
11,0.023470,0.023470,0.022886,0.022886,0.000000,0.000000
12,0.023315,0.023315,0.022457,0.022457,0.000000,0.000000
13,0.023063,0.023063,0.022609,0.022609,0.000000,0.000000
14,0.022886,0.022886,0.022201,0.022201,0.000000,0.000000
15,0.022781,0.022781,0.021841,0.021841,0.000000,0.000000
16,0.022704,0.022704,0.022010,0.022010,0.000000,0.000000
17,0.022577,0.022577,0.021993,0.021993,0.000000,0.000000
18,0.022488,0.022488,0.021337,0.021337,0.000000,0.000000
19,0.022324,0.022324,0.021004,0.021004,0.000000,0.000000
20,0.022282,0.022282,0.021373,0.021373,0.000000,0.000000
21,0.022138,0.022138,0.021194,0.021194,0.000000,0.000000
22,0.022066,0.022066,0.021126,0.021126,0.000000,0.000000
