loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.523330, 0.476623, 0.431033, 0.568409, 192.91 M Ops, 26.53 M Ops, 5.69 M Ops, 0.5247 M, 0.4554 %, 50.04 uJ
