epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.554210,0.554210,0.480917,0.301497,0.301497,0.397877
1,0.431849,0.431849,0.405297,0.297576,0.297576,0.395618
2,0.417848,0.417848,0.397712,0.320243,0.320243,0.410178
3,0.410215,0.410215,0.393655,0.290067,0.290067,0.390383
4,0.403615,0.403615,0.391797,0.311334,0.311334,0.405220
5,0.400802,0.400802,0.391371,0.275049,0.275049,0.380475
6,0.397602,0.397602,0.390133,0.283846,0.283846,0.384888
7,0.396620,0.396620,0.390334,0.261807,0.261807,0.370065
8,0.392146,0.392146,0.387480,0.283823,0.283823,0.385637
9,0.390393,0.390393,0.387909,0.282859,0.282859,0.385925
