variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.3758103031654639,0.0044235094449850965,0.4138170227854851,0.0026020935159786675
heterogeneous_no_memory,0.37634628270535336,0.005147326548206388,0.4147183552145887,0.00472831575859476
heterogeneous_sparse,0.3761209699556665,0.0069874711329044065,0.4160541142399751,0.004804531192302949
homogeneous_dense,0.3885253395841559,0.0026437516121968073,0.424768719729362,0.0013723128958445224
homogeneous_no_memory,0.3868140493275422,0.0016123275181744562,0.42353225744172124,0.0016448632493482368
homogeneous_sparse,0.3873459739689297,0.00702994200934135,0.42488320615685876,0.0034591753702422202
