epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.507846,0.507846,0.130010,0.130010,0.000000,0.000000
1,0.167471,0.167471,0.057526,0.057526,0.000000,0.000000
2,0.093299,0.093299,0.044143,0.044143,0.000000,0.000000
3,0.077067,0.077067,0.038820,0.038820,0.000000,0.000000
4,0.069496,0.069496,0.035590,0.035590,0.000000,0.000000
5,0.064301,0.064301,0.033440,0.033440,0.000000,0.000000
6,0.060866,0.060866,0.032036,0.032036,0.000000,0.000000
7,0.058272,0.058272,0.030391,0.030391,0.000000,0.000000
8,0.056437,0.056437,0.029462,0.029462,0.000000,0.000000
9,0.054809,0.054809,0.028889,0.028889,0.000000,0.000000
10,0.053499,0.053499,0.027793,0.027793,0.000000,0.000000
11,0.052544,0.052544,0.027349,0.027349,0.000000,0.000000
12,0.051593,0.051593,0.026966,0.026966,0.000000,0.000000
13,0.051035,0.051035,0.026569,0.026569,0.000000,0.000000
14,0.050304,0.050304,0.026298,0.026298,0.000000,0.000000
15,0.049901,0.049901,0.026235,0.026235,0.000000,0.000000
16,0.049384,0.049384,0.025727,0.025727,0.000000,0.000000
17,0.049098,0.049098,0.025725,0.025725,0.000000,0.000000
18,0.048638,0.048638,0.025545,0.025545,0.000000,0.000000
19,0.048279,0.048279,0.025341,0.025341,0.000000,0.000000
20,0.047987,0.047987,0.025159,0.025159,0.000000,0.000000
21,0.047663,0.047663,0.024870,0.024870,0.000000,0.000000
22,0.047361,0.047361,0.024949,0.024949,0.000000,0.000000
23,0.047099,0.047099,0.024510,0.024510,0.000000,0.000000
24,0.047017,0.047017,0.024625,0.024625,0.000000,0.000000
25,0.046726,0.046726,0.024348,0.024348,0.000000,0.000000
26,0.046531,0.046531,0.024289,0.024289,0.000000,0.000000
27,0.046305,0.046305,0.024322,0.024322,0.000000,0.000000
28,0.046152,0.046152,0.024230,0.024230,0.000000,0.000000
29,0.045902,0.045902,0.024130,0.024130,0.000000,0.000000
30,0.046055,0.046055,0.023657,0.023657,0.000000,0.000000
31,0.045551,0.045551,0.023771,0.023771,0.000000,0.000000
32,0.045441,0.045441,0.023516,0.023516,0.000000,0.000000
33,0.045314,0.045314,0.023707,0.023707,0.000000,0.000000
34,0.045161,0.045161,0.023584,0.023584,0.000000,0.000000
35,0.045057,0.045057,0.023886,0.023886,0.000000,0.000000
