loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.382228, 0.417647, 0.417859, 0.395519, 0.463983, 0.417859, 9822.50 M Ops, 819.48 M Ops, 96.27 M Ops, 8.9042 M, 0.4979 %, 1180.39 uJ, 0.333333, 0.653846, 0.200000, 0.216216, 0.575000, 0.342857, 0.379310, 0.333333, 0.187500, 0.548387, 0.060606, 0.529412, 0.451613, 0.382353, 0.744186, 0.156250, 0.432432, 0.615385, 0.968750, 0.551724, 0.279070, 0.352941, 0.900000, 0.379310, 0.031250, 0.259259
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.382228, 0.417647, 0.417859, 0.395519, 0.463983, 0.417859, 9822.50 M Ops, 819.48 M Ops, 96.27 M Ops, 8.9042 M, 0.4979 %, 1180.39 uJ, 0.333333, 0.653846, 0.200000, 0.216216, 0.575000, 0.342857, 0.379310, 0.333333, 0.187500, 0.548387, 0.060606, 0.529412, 0.451613, 0.382353, 0.744186, 0.156250, 0.432432, 0.615385, 0.968750, 0.551724, 0.279070, 0.352941, 0.900000, 0.379310, 0.031250, 0.259259
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.395936, 0.391765, 0.387879, 0.359870, 0.481546, 0.387879, 9822.50 M Ops, 773.09 M Ops, 96.27 M Ops, 8.9042 M, 0.4950 %, 1138.64 uJ, 0.500000, 0.653846, 0.120000, 0.135135, 0.675000, 0.285714, 0.413793, 0.303030, 0.218750, 0.354839, 0.090909, 0.617647, 0.387097, 0.088235, 0.767442, 0.156250, 0.324324, 0.500000, 1.000000, 0.379310, 0.302326, 0.382353, 0.933333, 0.310345, 0.000000, 0.185185
