loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.548898, 0.532492, 0.314866, 0.643946, 75003.99 M Ops, 11266.69 M Ops, 854.44 M Ops, 2.5600 M, 0.4251 %, 14070.45 uJ
