epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.390888,0.390888,1.000000,0.355087,0.355087,0.000000,0.000000,0.539371,0.355147
1,0.334469,0.334469,1.000000,0.329591,0.329591,0.000000,0.000000,0.518508,0.329547
2,0.317469,0.317469,1.000000,0.317979,0.317979,0.000000,0.000000,0.507963,0.318031
3,0.308697,0.308697,1.000000,0.311829,0.311829,0.000000,0.000000,0.499336,0.311844
4,0.303090,0.303090,1.000000,0.306918,0.306918,0.000000,0.000000,0.495191,0.306863
5,0.299253,0.299253,1.000000,0.305001,0.305001,0.000000,0.000000,0.492877,0.305031
6,0.296344,0.296344,1.000000,0.302707,0.302707,0.000000,0.000000,0.492184,0.302749
7,0.294030,0.294030,1.000000,0.301550,0.301550,0.000000,0.000000,0.489820,0.301626
8,0.292141,0.292141,1.000000,0.299662,0.299662,0.000000,0.000000,0.489419,0.299477
9,0.290500,0.290500,1.000000,0.298170,0.298170,0.000000,0.000000,0.486792,0.297971
10,0.289245,0.289245,1.000000,0.297607,0.297607,0.000000,0.000000,0.486925,0.297512
11,0.288026,0.288026,1.000000,0.295481,0.295481,0.000000,0.000000,0.484810,0.295533
12,0.286995,0.286995,1.000000,0.295759,0.295759,0.000000,0.000000,0.484931,0.295807
13,0.286080,0.286080,1.000000,0.294527,0.294527,0.000000,0.000000,0.484341,0.294518
14,0.285324,0.285324,1.000000,0.293528,0.293528,0.000000,0.000000,0.484731,0.293398
15,0.284546,0.284546,1.000000,0.292514,0.292514,0.000000,0.000000,0.484864,0.292559
16,0.283944,0.283944,1.000000,0.292280,0.292280,0.000000,0.000000,0.482293,0.292339
17,0.283359,0.283359,1.000000,0.291299,0.291299,0.000000,0.000000,0.482961,0.291345
18,0.282829,0.282829,1.000000,0.292036,0.292036,0.000000,0.000000,0.483061,0.292077
19,0.282295,0.282295,1.000000,0.292496,0.292496,0.000000,0.000000,0.482960,0.292516
