loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.216732, 0.981081, 0.981890, 0.980594, 0.979713, 0.981890, 18.56 M Ops, 1.76 M Ops, 1.94 M Ops, 0.7568 M, 0.3511 %, 10.51 uJ, 1.000000, 0.971429, 0.977273, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.217305, 0.975676, 0.975938, 0.974611, 0.973940, 0.975938, 18.57 M Ops, 1.98 M Ops, 1.94 M Ops, 0.7573 M, 0.3670 %, 10.71 uJ, 1.000000, 0.942857, 0.977273, 0.977273, 1.000000, 1.000000, 0.975000, 0.980000, 0.931035
