epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.788123,0.612062,0.907544,0.166986,0.000003,0.491025,0.331505,0.934273,0.150177,0.334984,0.408574
1,0.680359,0.546944,0.927195,0.124143,0.000002,0.438348,0.310272,0.939190,0.118684,0.312836,0.390860
2,0.620113,0.506712,0.933283,0.104068,0.000002,0.411013,0.295136,0.938644,0.106490,0.298863,0.378581
3,0.588629,0.481363,0.928090,0.097985,0.000002,0.413507,0.302354,0.923243,0.101921,0.297099,0.376266
4,0.566621,0.461992,0.925289,0.095376,0.000003,0.402761,0.293950,0.924422,0.099567,0.293046,0.372310
5,0.549326,0.446063,0.921089,0.094052,0.000002,0.407886,0.300136,0.919838,0.098551,0.295845,0.373247
6,0.534728,0.432293,0.918537,0.093250,0.000002,0.401935,0.295186,0.915061,0.097599,0.295414,0.371872
7,0.528801,0.427092,0.916140,0.092548,0.000002,0.402631,0.297593,0.913487,0.095903,0.299354,0.374159
8,0.512237,0.410044,0.912298,0.093069,0.000002,0.406145,0.300407,0.910254,0.096636,0.299536,0.374405
9,0.504355,0.402544,0.912675,0.092685,0.000002,0.400703,0.295744,0.911108,0.095848,0.298276,0.374274
10,0.495194,0.392887,0.909922,0.093207,0.000002,0.404406,0.298793,0.908613,0.096527,0.299740,0.374300
11,0.487016,0.384484,0.908407,0.093448,0.000001,0.401467,0.294258,0.904587,0.098164,0.297346,0.373963
