epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.726954,0.543420,0.767254,0.175861,0.000001,1.331245,1.164550,0.732724,0.159367,1.136898,0.746202
1,0.608366,0.458551,0.861017,0.141205,0.000001,1.177690,1.039774,0.844778,0.129468,1.042807,0.706728
2,0.556922,0.434984,0.910639,0.112832,0.000001,1.115937,0.999263,0.883249,0.107842,1.002623,0.687558
3,0.529298,0.422196,0.923806,0.097863,0.000001,1.069460,0.963545,0.891683,0.096998,0.976981,0.675124
4,0.512992,0.413525,0.925226,0.090215,0.000001,1.056889,0.957406,0.890610,0.090576,0.962831,0.668277
5,0.501296,0.406573,0.922347,0.085499,0.000001,1.063613,0.968133,0.885911,0.086621,0.953828,0.663355
6,0.491958,0.400347,0.917116,0.082439,0.000001,1.028244,0.935579,0.880305,0.083861,0.948057,0.659797
7,0.484962,0.395197,0.911102,0.080653,0.000001,1.068287,0.977387,0.870822,0.082192,0.946477,0.657079
8,0.479131,0.390351,0.905015,0.079730,0.000001,1.063232,0.973516,0.863435,0.081081,0.947280,0.656501
9,0.473920,0.385823,0.899154,0.079105,0.000001,1.027574,0.938872,0.856692,0.080135,0.951607,0.656408
10,0.469397,0.381369,0.893149,0.079097,0.000001,1.036537,0.948013,0.847303,0.080050,0.955457,0.656374
11,0.465344,0.377190,0.887914,0.079274,0.000001,1.036322,0.947225,0.840906,0.080688,0.956215,0.655761
12,0.461809,0.373248,0.882840,0.079733,0.000001,1.043870,0.954925,0.833361,0.080611,0.965983,0.657283
13,0.459170,0.370388,0.879471,0.079987,0.000001,1.049697,0.960844,0.833437,0.080519,0.966591,0.657369
