epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.569609,0.569609,0.545975,0.895147,0.895147,0.664758
1,0.407828,0.407828,0.458197,0.803908,0.803908,0.617779
2,0.385508,0.385508,0.445120,0.781012,0.781012,0.608223
3,0.376676,0.376676,0.439701,0.765657,0.765657,0.601890
4,0.371467,0.371467,0.436468,0.758650,0.758650,0.596087
5,0.367160,0.367160,0.433276,0.767508,0.767508,0.600165
6,0.368133,0.368133,0.435125,0.764638,0.764638,0.599999
7,0.360145,0.360145,0.428563,0.752653,0.752653,0.596380
8,0.358547,0.358547,0.427503,0.756045,0.756045,0.597003
9,0.358002,0.358002,0.427645,0.756020,0.756020,0.595478
