epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.209382,0.208480,0.009022,0.036299,0.070306,0.069728,0.005785,0.033459
1,0.094175,0.093577,0.005980,0.039496,0.045665,0.045126,0.005386,0.038115
2,0.085024,0.084451,0.005730,0.040888,0.040275,0.039785,0.004895,0.037239
3,0.081767,0.081220,0.005468,0.041393,0.036123,0.035597,0.005258,0.042760
4,0.079477,0.078945,0.005318,0.044415,0.034073,0.033542,0.005315,0.044909
5,0.080487,0.079976,0.005104,0.045796,0.033537,0.033018,0.005190,0.037279
6,0.080897,0.080418,0.004784,0.044170,0.032284,0.031648,0.006356,0.073378
7,0.079032,0.078572,0.004594,0.043450,0.031194,0.030526,0.006672,0.053139
8,0.079136,0.078683,0.004534,0.043294,0.030938,0.030062,0.008756,0.067184
9,0.078342,0.077899,0.004433,0.042807,0.029185,0.028580,0.006043,0.058821
10,0.075077,0.074646,0.004313,0.042985,0.030073,0.029007,0.010658,0.077257
11,0.076667,0.076243,0.004236,0.043445,0.029425,0.028782,0.006426,0.060761
12,0.077213,0.076795,0.004177,0.043840,0.028735,0.027819,0.009159,0.065165
13,0.078373,0.077958,0.004149,0.044306,0.029728,0.029066,0.006615,0.049116
14,0.079193,0.078779,0.004138,0.045298,0.029299,0.028234,0.010652,0.074202
15,0.078208,0.077797,0.004110,0.046207,0.028606,0.027607,0.009989,0.061799
16,0.077970,0.077561,0.004091,0.047098,0.028169,0.027098,0.010712,0.069696
17,0.077126,0.076717,0.004091,0.048065,0.028888,0.028281,0.006071,0.054933
18,0.075945,0.075541,0.004039,0.048814,0.029032,0.028442,0.005902,0.053105
19,0.074990,0.074589,0.004002,0.049590,0.028124,0.027436,0.006880,0.054816
