epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.751802,0.751802,0.573016,0.728039,0.728039,0.603968
1,0.674641,0.674641,0.524068,0.725643,0.725643,0.596904
2,0.658842,0.658842,0.516530,0.729789,0.729789,0.597793
3,0.649985,0.649985,0.514557,0.724097,0.724097,0.597478
4,0.640967,0.640967,0.508991,0.721984,0.721984,0.592536
5,0.633826,0.633826,0.508071,0.725983,0.725983,0.592294
6,0.628872,0.628872,0.509759,0.725562,0.725562,0.593371
7,0.622517,0.622517,0.508907,0.782183,0.782183,0.614898
8,0.614874,0.614874,0.504036,0.784650,0.784650,0.614954
9,0.607589,0.607589,0.501799,0.792870,0.792870,0.615525
10,0.600438,0.600438,0.502520,0.796326,0.796326,0.617748
