epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.210538,0.041176,0.338724,0.224882,0.131086,0.014922,0.232327,0.243234
1,0.123307,0.022026,0.202562,0.283501,0.086664,0.010494,0.152340,0.253706
2,0.099152,0.020234,0.157837,0.295400,0.070639,0.009622,0.122033,0.252476
3,0.090051,0.019508,0.141086,0.301301,0.064179,0.008911,0.110535,0.258564
4,0.085849,0.019071,0.133555,0.305950,0.060114,0.008664,0.102898,0.258505
5,0.082434,0.018750,0.127368,0.312197,0.056907,0.008529,0.096757,0.261450
6,0.079557,0.018664,0.121785,0.318521,0.053778,0.008327,0.090903,0.266883
7,0.076847,0.018408,0.116878,0.326690,0.051111,0.008301,0.085620,0.274905
8,0.075109,0.018544,0.113129,0.334711,0.049846,0.008002,0.083689,0.283183
9,0.073768,0.018396,0.110745,0.340414,0.048688,0.007947,0.081482,0.286250
10,0.072729,0.018285,0.108888,0.346988,0.047278,0.007685,0.079185,0.296158
11,0.070898,0.018128,0.105540,0.356744,0.045787,0.007935,0.075704,0.302775
12,0.069582,0.018072,0.103021,0.364178,0.045009,0.008108,0.073802,0.312007
13,0.068615,0.017921,0.101388,0.368600,0.043433,0.007437,0.071992,0.315770
14,0.067611,0.018042,0.099137,0.374290,0.041942,0.007661,0.068562,0.318080
15,0.066507,0.018155,0.096705,0.378466,0.041584,0.007595,0.067978,0.324154
16,0.066388,0.018216,0.096345,0.384013,0.041541,0.007678,0.067726,0.327373
