epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.041665,0.041665,0.018330,0.018330,0.000000,0.000000
1,0.011803,0.011803,0.009444,0.009444,0.000000,0.000000
2,0.008182,0.008182,0.007768,0.007768,0.000000,0.000000
3,0.007095,0.007095,0.007469,0.007469,0.000000,0.000000
4,0.006784,0.006784,0.007266,0.007266,0.000000,0.000000
5,0.006662,0.006662,0.007332,0.007332,0.000000,0.000000
6,0.006545,0.006545,0.007475,0.007475,0.000000,0.000000
7,0.006438,0.006438,0.007092,0.007092,0.000000,0.000000
8,0.006229,0.006229,0.006846,0.006846,0.000000,0.000000
9,0.006044,0.006044,0.006756,0.006756,0.000000,0.000000
10,0.005889,0.005889,0.006447,0.006447,0.000000,0.000000
11,0.005778,0.005778,0.006674,0.006674,0.000000,0.000000
12,0.005742,0.005742,0.006426,0.006426,0.000000,0.000000
13,0.005649,0.005649,0.006157,0.006157,0.000000,0.000000
14,0.005575,0.005575,0.006111,0.006111,0.000000,0.000000
15,0.005552,0.005552,0.006173,0.006173,0.000000,0.000000
16,0.005520,0.005520,0.006120,0.006120,0.000000,0.000000
17,0.005487,0.005487,0.006172,0.006172,0.000000,0.000000
