shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.250456,0.174768,0.250642,134.52 M Ops,11.03 M Ops,40.23 M Ops,0.1824 M,0.4631 %,195.00 uJ,0.174768,0.250642,0.885117
