epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,1.725127,0.064153,0.688453,0.927878,1.622298,tensor(0.0005),0.575977,0.937018
0,1.400779,0.060827,0.716433,0.928105,1.333337,0.041417,0.614352,0.939715
1,1.274581,0.036279,0.540848,0.938966,1.214736,0.022822,0.539327,0.943269
2,1.162688,0.026129,0.486781,0.938163,1.104587,0.014445,0.494714,0.931795
3,1.057743,0.022026,0.452330,0.924267,1.001279,0.011171,0.465295,0.913302
4,0.958696,0.020319,0.429041,0.898930,0.903627,0.009537,0.444676,0.883721
5,0.865361,0.019302,0.412773,0.865986,0.812095,0.008729,0.429946,0.846673
6,0.778892,0.018997,0.400434,0.827492,0.727468,0.008326,0.418957,0.805803
7,0.699324,0.018405,0.390287,0.786229,0.650282,0.008039,0.408345,0.766560
8,0.628763,0.018217,0.381314,0.744984,0.581927,0.007813,0.399182,0.724824
9,0.568295,0.018121,0.373011,0.706409,0.523916,0.007774,0.390656,0.686601
10,0.518972,0.017947,0.365385,0.670823,0.476410,0.007555,0.382027,0.653243
11,0.482604,0.017980,0.358578,0.639419,0.441088,0.007430,0.375182,0.623933
12,0.458700,0.017972,0.352467,0.611283,0.417049,0.007369,0.369134,0.598884
13,0.444309,0.017676,0.347066,0.585977,0.401912,0.007270,0.363358,0.573825
14,0.438044,0.017645,0.342311,0.563661,0.393307,0.007146,0.359255,0.553213
15,0.434098,0.017374,0.338135,0.543627,0.388213,0.007110,0.354311,0.533354
16,0.433466,0.017571,0.334106,0.526558,0.385071,0.006963,0.349781,0.518392
17,0.431280,0.017419,0.330230,0.511480,0.383321,0.006904,0.345966,0.505685
18,0.429138,0.017281,0.326307,0.497861,0.381529,0.006902,0.341758,0.491652
19,0.427871,0.017320,0.322331,0.486354,0.379206,0.006824,0.337365,0.480133
20,0.425777,0.017200,0.318335,0.476278,0.377493,0.006779,0.333080,0.472617
21,0.424056,0.017153,0.314386,0.467378,0.375449,0.006660,0.328834,0.462816
22,0.422172,0.017090,0.310234,0.459054,0.373519,0.006663,0.324260,0.456932
23,0.420913,0.017151,0.306071,0.452154,0.371771,0.006651,0.319618,0.448561
24,0.419597,0.017201,0.301948,0.446168,0.370367,0.006628,0.315367,0.443078
25,0.416414,0.016884,0.297925,0.440718,0.367270,0.006471,0.311508,0.439605
26,0.416023,0.017101,0.294006,0.436095,0.365747,0.006415,0.307281,0.434070
27,0.413821,0.016958,0.290261,0.431937,0.363847,0.006380,0.303479,0.430308
28,0.413550,0.017172,0.286744,0.428440,0.362809,0.006327,0.299705,0.428335
29,0.411182,0.016972,0.283362,0.425608,0.361114,0.006361,0.296141,0.424474
