epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.704404,0.704404,1.000000,0.434501,0.434501,0.000000,0.000000,0.434344,0.464610
1,0.667613,0.667613,1.000000,0.413674,0.413674,0.000000,0.000000,0.413930,0.450021
2,0.648807,0.648807,1.000000,0.404815,0.404815,0.000000,0.000000,0.404831,0.443022
3,0.632014,0.632014,1.000000,0.396022,0.396022,0.000000,0.000000,0.396731,0.436971
4,0.621325,0.621325,1.000000,0.390998,0.390998,0.000000,0.000000,0.391596,0.432915
5,0.611687,0.611687,1.000000,0.389244,0.389244,0.000000,0.000000,0.389565,0.430444
6,0.604547,0.604547,1.000000,0.387479,0.387479,0.000000,0.000000,0.387686,0.428958
7,0.598668,0.598668,1.000000,0.386195,0.386195,0.000000,0.000000,0.386445,0.428048
8,0.595026,0.595026,1.000000,0.385286,0.385286,0.000000,0.000000,0.385078,0.426299
9,0.589292,0.589292,1.000000,0.384767,0.384767,0.000000,0.000000,0.384540,0.426006
10,0.586131,0.586131,1.000000,0.381989,0.381989,0.000000,0.000000,0.381911,0.424593
11,0.582725,0.582725,1.000000,0.387387,0.387387,0.000000,0.000000,0.387249,0.426550
12,0.579395,0.579395,1.000000,0.386406,0.386406,0.000000,0.000000,0.386350,0.426229
