loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428412,0.406929,0.427307,57.11 M Ops,8.94 M Ops,2.41 M Ops,0.3772 M,0.4072 %,19.12 uJ,0.555272,0.519111,0.740026
