epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.651761,0.446998,0.781609,0.196947,0.000001,1.140960,0.973746,0.872658,0.158487,0.973750,0.651474
1,0.551330,0.407889,0.898979,0.134451,0.000001,1.080305,0.953686,0.881573,0.117804,0.953839,0.641770
2,0.516397,0.397505,0.893229,0.109961,0.000001,1.057589,0.944434,0.859133,0.104564,0.944648,0.638019
3,0.502071,0.390715,0.868862,0.102667,0.000001,1.048228,0.939937,0.828781,0.100004,0.939921,0.636849
4,0.494283,0.385299,0.841873,0.100565,0.000001,1.046969,0.940789,0.801306,0.098166,0.940796,0.637387
5,0.488503,0.380602,0.816017,0.099741,0.000001,1.043605,0.937495,0.773076,0.098379,0.937479,0.637050
6,0.484601,0.376470,0.791429,0.100217,0.000000,1.047513,0.941026,0.748431,0.099003,0.941142,0.638656
7,0.481474,0.372596,0.769240,0.101186,0.000000,1.052502,0.945092,0.728005,0.100131,0.945197,0.640415
8,0.479202,0.369100,0.753301,0.102568,0.000000,1.057416,0.948612,0.715993,0.101644,0.948736,0.641709
9,0.477586,0.366691,0.746390,0.103431,0.000000,1.057479,0.948670,0.715579,0.101653,0.948718,0.641671
10,0.477404,0.366320,0.745405,0.103629,0.000000,1.057940,0.948834,0.714617,0.101959,0.948915,0.641807
11,0.477258,0.366018,0.744369,0.103796,0.000000,1.059242,0.949818,0.712858,0.102296,0.949952,0.642060
12,0.477028,0.365626,0.743574,0.103967,0.000000,1.058925,0.949850,0.711996,0.101955,0.949873,0.642031
