epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.116902,0.070583,0.463194,0.176304,0.092730,0.054794,0.379367,0.182685
1,0.079364,0.047249,0.321143,0.202863,0.064326,0.037035,0.272912,0.201556
2,0.060704,0.035814,0.248899,0.216834,0.047987,0.025089,0.228987,0.214817
3,0.050762,0.028827,0.219343,0.227665,0.038623,0.018710,0.199131,0.225867
4,0.044479,0.025272,0.192070,0.239168,0.031444,0.014876,0.165679,0.235417
5,0.040364,0.023403,0.169609,0.245538,0.027660,0.012944,0.147158,0.238060
6,0.037554,0.022190,0.153640,0.249040,0.025055,0.011701,0.133535,0.240553
7,0.035730,0.021407,0.143229,0.251667,0.023297,0.011010,0.122879,0.240475
8,0.033945,0.020930,0.130149,0.254542,0.021613,0.010517,0.110954,0.242139
9,0.032960,0.020594,0.123665,0.256855,0.020545,0.010036,0.105090,0.244112
10,0.031693,0.020006,0.116868,0.259253,0.019739,0.009852,0.098873,0.244933
11,0.030931,0.019804,0.111270,0.262364,0.018910,0.009575,0.093346,0.247573
12,0.030245,0.019620,0.106244,0.265389,0.018194,0.009312,0.088815,0.249171
13,0.029685,0.019479,0.102060,0.268191,0.017594,0.009155,0.084394,0.250792
14,0.029204,0.019388,0.098163,0.270443,0.017031,0.008930,0.081010,0.252367
15,0.028895,0.019331,0.095648,0.272298,0.016634,0.008771,0.078632,0.253496
16,0.028597,0.019198,0.093988,0.274451,0.016468,0.008752,0.077163,0.255960
17,0.028213,0.018977,0.092360,0.276765,0.016105,0.008530,0.075741,0.257758
18,0.028039,0.018982,0.090572,0.279447,0.015975,0.008588,0.073869,0.258105
19,0.027745,0.018858,0.088870,0.282115,0.015702,0.008475,0.072266,0.260950
20,0.027631,0.018926,0.087050,0.284768,0.015430,0.008393,0.070368,0.263193
21,0.027216,0.018662,0.085539,0.286702,0.015164,0.008265,0.068983,0.264218
22,0.027078,0.018638,0.084403,0.287636,0.015076,0.008305,0.067712,0.265448
23,0.026995,0.018652,0.083431,0.288510,0.014946,0.008245,0.067007,0.265921
24,0.026555,0.018311,0.082437,0.290047,0.014760,0.008174,0.065861,0.267446
25,0.026848,0.018723,0.081253,0.291359,0.014595,0.008133,0.064611,0.268956
26,0.026442,0.018419,0.080235,0.292794,0.014460,0.008084,0.063759,0.270647
27,0.026355,0.018403,0.079517,0.294447,0.014372,0.008057,0.063151,0.272285
28,0.026405,0.018519,0.078860,0.295960,0.014193,0.007957,0.062368,0.274286
29,0.026274,0.018462,0.078127,0.297083,0.014191,0.008001,0.061897,0.273666
30,0.026241,0.018458,0.077836,0.298191,0.014136,0.007965,0.061708,0.276243
31,0.026114,0.018335,0.077787,0.299531,0.014124,0.007946,0.061779,0.276684
32,0.026044,0.018266,0.077773,0.301268,0.014050,0.007888,0.061620,0.278751
33,0.026130,0.018373,0.077563,0.303067,0.014038,0.007917,0.061209,0.279990
34,0.026008,0.018273,0.077350,0.304713,0.013921,0.007818,0.061032,0.281694
35,0.025917,0.018197,0.077198,0.306038,0.013948,0.007853,0.060947,0.282609
36,0.025955,0.018240,0.077155,0.307665,0.013987,0.007900,0.060867,0.284652
37,0.025919,0.018231,0.076874,0.309673,0.013883,0.007857,0.060265,0.286352
