epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.370803,2.208271,0.066743,0.161864,2.381861,2.226086,0.060900,0.155167,"tensor(0.0784, device='cuda:1')","tensor([0.9032, 0.0286, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.0211, device='cuda:1')","tensor(0.0121, device='cuda:1')"
1,2.205045,2.054099,0.062059,0.150325,1.983242,1.857577,0.061708,0.125048,"tensor(0.8000, device='cuda:1')","tensor([1.0000, 0.9714, 0.7955, 0.8864, 0.9310, 1.0000, 1.0000, 0.2000, 0.7241],
       device='cuda:1')","tensor(0.7898, device='cuda:1')","tensor(0.8350, device='cuda:1')"
2,1.868194,1.732192,0.078431,0.135219,1.550151,1.426275,0.105679,0.122819,"tensor(0.8946, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9318, 1.0000, 1.0000, 1.0000, 0.4800, 0.8276],
       device='cuda:1')","tensor(0.8873, device='cuda:1')","tensor(0.8946, device='cuda:1')"
3,1.534086,1.408067,0.144348,0.124576,1.191984,1.070855,0.199485,0.119134,"tensor(0.9378, device='cuda:1')","tensor([0.9677, 0.9714, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.7200, 0.8966],
       device='cuda:1')","tensor(0.9336, device='cuda:1')","tensor(0.9308, device='cuda:1')"
4,1.200216,1.081897,0.185714,0.116462,0.872005,0.756945,0.166036,0.113399,"tensor(0.9270, device='cuda:1')","tensor([0.8710, 0.9429, 0.9205, 0.9318, 1.0000, 1.0000, 1.0000, 0.7800, 1.0000],
       device='cuda:1')","tensor(0.9285, device='cuda:1')","tensor(0.9307, device='cuda:1')"
5,0.940106,0.823191,0.173698,0.115179,0.632528,0.521815,0.204797,0.108665,"tensor(0.9243, device='cuda:1')","tensor([0.8710, 0.9429, 0.9432, 0.8864, 1.0000, 1.0000, 0.9750, 0.7800, 1.0000],
       device='cuda:1')","tensor(0.9253, device='cuda:1')","tensor(0.9334, device='cuda:1')"
6,0.774733,0.660791,0.199065,0.111952,0.479435,0.370428,0.235926,0.106648,"tensor(0.9432, device='cuda:1')","tensor([1.0000, 0.9714, 0.9659, 0.9318, 1.0000, 1.0000, 0.9500, 0.7600, 1.0000],
       device='cuda:1')","tensor(0.9435, device='cuda:1')","tensor(0.9459, device='cuda:1')"
7,0.697773,0.587060,0.211931,0.108594,0.366158,0.262627,0.234179,0.101189,"tensor(0.9622, device='cuda:1')","tensor([1.0000, 0.9714, 0.9318, 0.9773, 1.0000, 1.0000, 0.9750, 0.9000, 1.0000],
       device='cuda:1')","tensor(0.9655, device='cuda:1')","tensor(0.9619, device='cuda:1')"
8,0.650290,0.542939,0.223472,0.105117,0.324528,0.221576,0.219377,0.100759,"tensor(0.9703, device='cuda:1')","tensor([0.9677, 0.9429, 1.0000, 0.9545, 1.0000, 1.0000, 0.9750, 0.9400, 0.9310],
       device='cuda:1')","tensor(0.9690, device='cuda:1')","tensor(0.9706, device='cuda:1')"
9,0.626459,0.521624,0.215811,0.102677,0.299943,0.198603,0.214349,0.099197,"tensor(0.9703, device='cuda:1')","tensor([1.0000, 0.8286, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9655],
       device='cuda:1')","tensor(0.9701, device='cuda:1')","tensor(0.9739, device='cuda:1')"
