loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.176152, 0.166941, 0.254846, 101.51 M Ops, 16.18 M Ops, 9.77 M Ops, 0.1034 M, 0.3903 %, 59.49 uJ
