shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.294368,0.239917,0.294918,159.27 M Ops,11.84 M Ops,41.60 M Ops,0.3297 M,0.4939 %,202.01 uJ,0.239917,0.294918,0.842801
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.294368,0.239917,0.294918,159.27 M Ops,11.84 M Ops,41.60 M Ops,0.3297 M,0.4939 %,202.01 uJ,0.239917,0.294918,0.842801
