epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.590372,0.389352,0.711409,0.193905,0.000001,0.848410,0.684315,0.753585,0.156559,0.684237,0.550712
1,0.487483,0.344654,0.816838,0.134661,0.000001,0.790473,0.658451,0.788821,0.124134,0.658540,0.538431
2,0.457216,0.333154,0.826979,0.115793,0.000002,0.765690,0.646214,0.789840,0.111578,0.646115,0.533327
3,0.441753,0.326372,0.823977,0.107141,0.000002,0.753289,0.640602,0.786513,0.104821,0.640686,0.531355
4,0.431327,0.321213,0.813533,0.101979,0.000002,0.744513,0.636583,0.774103,0.100189,0.636719,0.530404
5,0.424427,0.316881,0.797541,0.099571,0.000002,0.742705,0.635284,0.755315,0.099868,0.635307,0.530180
6,0.419263,0.312833,0.782659,0.098604,0.000001,0.739531,0.632380,0.740163,0.099749,0.632616,0.529396
7,0.415568,0.308944,0.771861,0.098905,0.000001,0.740176,0.633342,0.730763,0.099526,0.633291,0.529979
8,0.412976,0.305451,0.763703,0.099889,0.000001,0.743870,0.636214,0.726041,0.100395,0.636128,0.531445
9,0.410609,0.302256,0.757035,0.100783,0.000001,0.745607,0.636307,0.716100,0.102139,0.636307,0.531552
10,0.408308,0.299751,0.753467,0.101022,0.000001,0.746333,0.637839,0.716199,0.101333,0.637863,0.532404
11,0.408009,0.299404,0.752409,0.101081,0.000001,0.746374,0.637999,0.714804,0.101228,0.638011,0.532450
12,0.407821,0.299119,0.751737,0.101184,0.000001,0.747090,0.638593,0.714599,0.101351,0.638678,0.532870
13,0.407603,0.298816,0.751051,0.101276,0.000001,0.746457,0.637930,0.713862,0.101388,0.637974,0.532588
