loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.199896, 0.972973, 0.969085, 0.969237, 0.970166, 0.969085, 5220.68 M Ops, 702.39 M Ops, 60.35 M Ops, 27.7967 M, 0.3611 %, 909.74 uJ, 0.967742, 0.885714, 1.000000, 0.977273, 1.000000, 1.000000, 1.000000, 0.960000, 0.931035
