epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.219616,2.218813,0.080309,0.162116,2.225187,2.224434,0.075366,0.157629,"tensor(0.0649, device='cuda:1')","tensor([0., 0., 0., 0., 0., 1., 0., 0., 0.], device='cuda:1')","tensor(0.0136, device='cuda:1')","tensor(0.0072, device='cuda:1')"
1,2.053882,2.053126,0.075555,0.152892,1.833986,1.833206,0.077973,0.129528,"tensor(0.7919, device='cuda:1')","tensor([1.0000, 0.9714, 0.9091, 0.8409, 0.8276, 1.0000, 1.0000, 0.0000, 0.7931],
       device='cuda:1')","tensor(0.7544, device='cuda:1')","tensor(0.7205, device='cuda:1')"
2,1.718379,1.717543,0.083622,0.143481,1.397373,1.396503,0.086950,0.132895,"tensor(0.8811, device='cuda:1')","tensor([0.9677, 0.9429, 0.9773, 0.9091, 1.0000, 1.0000, 1.0000, 0.3600, 0.8966],
       device='cuda:1')","tensor(0.8721, device='cuda:1')","tensor(0.8963, device='cuda:1')"
3,1.397341,1.396369,0.097208,0.142944,1.034171,1.033246,0.092431,0.140310,"tensor(0.9378, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9091, 1.0000, 1.0000, 1.0000, 0.7600, 0.9310],
       device='cuda:1')","tensor(0.9374, device='cuda:1')","tensor(0.9348, device='cuda:1')"
4,1.072887,1.071866,0.102172,0.143501,0.754124,0.753145,0.097941,0.139787,"tensor(0.9135, device='cuda:1')","tensor([0.8387, 0.9429, 0.9432, 0.9091, 1.0000, 1.0000, 0.9750, 0.7200, 0.9655],
       device='cuda:1')","tensor(0.9109, device='cuda:1')","tensor(0.9179, device='cuda:1')"
5,0.811721,0.810733,0.098798,0.144320,0.535503,0.534546,0.095743,0.137872,"tensor(0.9108, device='cuda:1')","tensor([1.0000, 0.9429, 0.9205, 0.8636, 1.0000, 1.0000, 0.9750, 0.6600, 1.0000],
       device='cuda:1')","tensor(0.9145, device='cuda:1')","tensor(0.9231, device='cuda:1')"
6,0.648772,0.647821,0.095106,0.145467,0.379714,0.378773,0.094153,0.139935,"tensor(0.9270, device='cuda:1')","tensor([1.0000, 0.9714, 0.9545, 0.9318, 1.0000, 1.0000, 0.9750, 0.6400, 1.0000],
       device='cuda:1')","tensor(0.9294, device='cuda:1')","tensor(0.9353, device='cuda:1')"
7,0.572726,0.571806,0.092080,0.145671,0.233972,0.233075,0.089687,0.142224,"tensor(0.9811, device='cuda:1')","tensor([1.0000, 0.9429, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9200, 1.0000],
       device='cuda:1')","tensor(0.9826, device='cuda:1')","tensor(0.9835, device='cuda:1')"
8,0.534955,0.534078,0.087680,0.147365,0.251940,0.250974,0.096655,0.141855,"tensor(0.9514, device='cuda:1')","tensor([0.9032, 0.8571, 1.0000, 0.9318, 1.0000, 1.0000, 0.9750, 0.9200, 0.9310],
       device='cuda:1')","tensor(0.9537, device='cuda:1')","tensor(0.9631, device='cuda:1')"
9,0.523103,0.522196,0.090676,0.145124,0.198779,0.197874,0.090497,0.140335,"tensor(0.9703, device='cuda:1')","tensor([0.9677, 0.9429, 0.9432, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9725, device='cuda:1')","tensor(0.9694, device='cuda:1')"
10,0.511516,0.510636,0.087981,0.143366,0.207105,0.206241,0.086451,0.140183,"tensor(0.9622, device='cuda:1')","tensor([1.0000, 0.9429, 0.9659, 0.9318, 1.0000, 1.0000, 0.9750, 0.9200, 0.9655],
       device='cuda:1')","tensor(0.9606, device='cuda:1')","tensor(0.9578, device='cuda:1')"
11,0.504309,0.503491,0.081751,0.142780,0.174046,0.173252,0.079344,0.142328,"tensor(0.9811, device='cuda:1')","tensor([0.9677, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9792, device='cuda:1')","tensor(0.9796, device='cuda:1')"
12,0.498536,0.497786,0.075034,0.142560,0.205296,0.204537,0.075972,0.139338,"tensor(0.9784, device='cuda:1')","tensor([0.9355, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9751, device='cuda:1')","tensor(0.9752, device='cuda:1')"
13,0.495103,0.494385,0.071824,0.140907,0.191151,0.190424,0.072683,0.138825,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9723, device='cuda:1')","tensor(0.9708, device='cuda:1')"
14,0.493091,0.492413,0.067784,0.140431,0.186408,0.185712,0.069677,0.138559,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9745, device='cuda:1')","tensor(0.9739, device='cuda:1')"
15,0.492117,0.491456,0.066086,0.141056,0.197145,0.196465,0.068015,0.138149,"tensor(0.9757, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 0.9750, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9739, device='cuda:1')","tensor(0.9741, device='cuda:1')"
16,0.490768,0.490147,0.062088,0.140894,0.194470,0.193814,0.065638,0.138357,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 0.9750, 0.9600, 0.9655],
       device='cuda:1')","tensor(0.9752, device='cuda:1')","tensor(0.9748, device='cuda:1')"
17,0.490265,0.489662,0.060255,0.140724,0.181689,0.181042,0.064627,0.137808,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9745, device='cuda:1')","tensor(0.9739, device='cuda:1')"
18,0.490107,0.489515,0.059258,0.140589,0.189795,0.189168,0.062715,0.138416,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9745, device='cuda:1')","tensor(0.9739, device='cuda:1')"
19,0.490072,0.489489,0.058367,0.141563,0.237979,0.237358,0.062102,0.137686,"tensor(0.9622, device='cuda:1')","tensor([1.0000, 0.9143, 0.9432, 0.9773, 1.0000, 1.0000, 0.9750, 0.9200, 1.0000],
       device='cuda:1')","tensor(0.9632, device='cuda:1')","tensor(0.9628, device='cuda:1')"
20,0.490121,0.489560,0.056118,0.141842,0.175920,0.175312,0.060754,0.138428,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9745, device='cuda:1')","tensor(0.9739, device='cuda:1')"
21,0.489280,0.488716,0.056394,0.140603,0.179997,0.179387,0.060965,0.137353,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.8857, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9400, 0.9655],
       device='cuda:1')","tensor(0.9743, device='cuda:1')","tensor(0.9755, device='cuda:1')"
22,0.488466,0.487903,0.056302,0.140694,0.202365,0.201755,0.061084,0.137785,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9723, device='cuda:1')","tensor(0.9708, device='cuda:1')"
23,0.487986,0.487452,0.053404,0.140786,0.184604,0.184021,0.058219,0.138887,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.8857, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9722, device='cuda:1')","tensor(0.9725, device='cuda:1')"
24,0.487618,0.487087,0.053074,0.141178,0.197320,0.196736,0.058326,0.138065,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.8857, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9722, device='cuda:1')","tensor(0.9725, device='cuda:1')"
25,0.487169,0.486647,0.052242,0.141319,0.196476,0.195896,0.058045,0.138137,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.8857, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9722, device='cuda:1')","tensor(0.9725, device='cuda:1')"
26,0.487005,0.486501,0.050407,0.141460,0.194182,0.193600,0.058145,0.139020,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 1.0000, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 0.9310],
       device='cuda:1')","tensor(0.9745, device='cuda:1')","tensor(0.9739, device='cuda:1')"
