epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.998155,0.855172,0.837411,0.134609,0.000003,0.794188,0.664563,0.873344,0.120892,0.664671,0.582876
1,0.917658,0.814440,0.896490,0.094253,0.000001,0.739829,0.644727,0.904240,0.086060,0.644345,0.569672
2,0.867384,0.792418,0.906949,0.065897,0.000001,0.709768,0.635664,0.906377,0.065040,0.636319,0.562591
3,0.841408,0.778646,0.907077,0.053692,0.000001,0.691111,0.624531,0.909071,0.057489,0.624678,0.554509
4,0.823551,0.764711,0.905935,0.049781,0.000002,0.688214,0.624907,0.908292,0.054224,0.624847,0.553238
5,0.812692,0.755708,0.902564,0.047958,0.000002,0.686247,0.624142,0.902105,0.053085,0.623472,0.551162
6,0.804348,0.748367,0.898193,0.046998,0.000002,0.685010,0.623428,0.896483,0.052617,0.623542,0.550425
7,0.796204,0.740871,0.894003,0.046393,0.000001,0.682243,0.620922,0.891253,0.052409,0.620679,0.548201
8,0.790100,0.735114,0.890169,0.046085,0.000002,0.684169,0.623718,0.887804,0.051573,0.623875,0.549181
9,0.785705,0.730992,0.887553,0.045837,0.000001,0.685533,0.625351,0.885646,0.051325,0.625506,0.549754
10,0.778844,0.724242,0.883652,0.045765,0.000002,0.686694,0.626712,0.879772,0.051184,0.626653,0.549587
11,0.775211,0.720520,0.881351,0.045878,0.000002,0.686121,0.625774,0.879937,0.051547,0.626046,0.549285
12,0.774141,0.719521,0.881443,0.045805,0.000001,0.687705,0.627255,0.879515,0.051654,0.627264,0.549578
13,0.774251,0.719704,0.881036,0.045736,0.000001,0.686277,0.626216,0.880010,0.051261,0.626650,0.549396
14,0.772743,0.718168,0.880767,0.045767,0.000001,0.688244,0.627834,0.878435,0.051625,0.627652,0.549710
