epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.357524,3.261133,1.003333,0.086358,3.320808,3.258662,0.558625,0.056560,"tensor(0.0388, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.9677, 0.0000, 0.0000, 0.0000, 0.0882, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0057, device='cuda:0')","tensor(0.0040, device='cuda:0')"
1,3.315014,3.242165,0.976603,0.063083,3.334764,3.257773,0.760970,0.069381,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
2,3.254187,3.201420,0.841684,0.044350,3.324765,3.262410,0.705326,0.055301,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
3,3.202266,3.155812,0.597505,0.040478,3.307527,3.258354,0.437730,0.044796,"tensor(0.0459, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0698, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.1333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0167, device='cuda:0')","tensor(0.0630, device='cuda:0')"
4,3.147706,3.103736,0.404674,0.039923,3.271052,3.226576,0.330879,0.041167,"tensor(0.0929, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.4419, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0292, device='cuda:0')","tensor(0.0253, device='cuda:0')"
5,3.081263,3.037419,0.326756,0.040577,3.235983,3.193142,0.332408,0.039517,"tensor(0.1012, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.5814, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0291, device='cuda:0')","tensor(0.0207, device='cuda:0')"
6,2.993661,2.947732,0.302754,0.042901,3.188925,3.143261,0.334248,0.042321,"tensor(0.1047, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.6512, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0305, device='cuda:0')","tensor(0.0211, device='cuda:0')"
7,2.883724,2.834761,0.312330,0.045840,3.112541,3.065297,0.356222,0.043682,"tensor(0.1247, device='cuda:0')","tensor([0.2222, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.6279, 0.0000, 0.0000, 0.0000,
        1.0000, 0.3103, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0606, device='cuda:0')","tensor(0.0584, device='cuda:0')"
8,2.747544,2.695539,0.341871,0.048586,3.045754,2.993358,0.379708,0.048599,"tensor(0.1482, device='cuda:0')","tensor([0.1944, 0.0000, 0.0000, 0.0000, 0.1750, 0.0000, 0.0000, 0.0000, 0.0312,
        0.0000, 0.0000, 0.0294, 0.0000, 0.0000, 0.8837, 0.0000, 0.0000, 0.0000,
        1.0000, 0.3793, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0737, device='cuda:0')","tensor(0.1233, device='cuda:0')"
9,2.587885,2.531133,0.383350,0.052919,2.987047,2.929205,0.400839,0.053833,"tensor(0.1788, device='cuda:0')","tensor([0.4444, 0.0000, 0.0000, 0.0000, 0.2750, 0.0000, 0.0000, 0.0000, 0.1562,
        0.0000, 0.0000, 0.0000, 0.1290, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000,
        0.9688, 0.4483, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0916, device='cuda:0')","tensor(0.0914, device='cuda:0')"
