epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.421301,3.267950,0.116449,0.141706,3.413746,3.256564,0.184890,0.138693,"tensor(0.0353, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.6774, 0.0000, 0.0000, 0.2812, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0052, device='cuda:0')","tensor(0.0028, device='cuda:0')"
1,3.400603,3.248917,0.110605,0.140626,3.409104,3.254947,0.195231,0.134634,"tensor(0.0506, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.9070, 0.0000, 0.0000, 0.0000,
        0.0000, 0.1379, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0058, device='cuda:0')","tensor(0.0032, device='cuda:0')"
2,3.348715,3.200312,0.122162,0.136187,3.424622,3.272029,0.229939,0.129598,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
3,3.300961,3.157305,0.163708,0.127285,3.463902,3.313079,0.256901,0.125134,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
4,3.267366,3.131743,0.192946,0.116328,3.485576,3.337763,0.277520,0.120061,"tensor(0.0576, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.5667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0155, device='cuda:0')","tensor(0.0103, device='cuda:0')"
5,3.229131,3.102730,0.214304,0.104971,3.457463,3.317399,0.295069,0.110557,"tensor(0.0718, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0116, device='cuda:0')","tensor(0.0063, device='cuda:0')"
6,3.165140,3.046524,0.226174,0.095998,3.399964,3.269272,0.290268,0.101665,"tensor(0.0718, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0108, device='cuda:0')","tensor(0.0058, device='cuda:0')"
7,3.063530,2.949856,0.243087,0.089365,3.305181,3.180494,0.300451,0.094642,"tensor(0.0753, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0465, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0345, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0165, device='cuda:0')","tensor(0.0392, device='cuda:0')"
8,2.909145,2.798903,0.257249,0.084517,3.208811,3.087924,0.335687,0.087318,"tensor(0.0941, device='cuda:0')","tensor([0.0278, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0303, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3023, 0.0000, 0.0000, 0.0000,
        1.0000, 0.1379, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0377, device='cuda:0')","tensor(0.1136, device='cuda:0')"
9,2.703375,2.592426,0.286412,0.082307,3.099759,2.980649,0.373328,0.081777,"tensor(0.1718, device='cuda:0')","tensor([0.1389, 0.0000, 0.0000, 0.0000, 0.6000, 0.0000, 0.0000, 0.2727, 0.0000,
        0.0000, 0.0000, 0.0294, 0.0000, 0.0000, 0.9302, 0.0000, 0.0000, 0.0000,
        1.0000, 0.2069, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0782, device='cuda:0')","tensor(0.0983, device='cuda:0')"
10,2.455566,2.340762,0.329348,0.081869,3.014420,2.886240,0.416209,0.086559,"tensor(0.1976, device='cuda:0')","tensor([0.2222, 0.0000, 0.0000, 0.0000, 0.8000, 0.0000, 0.2069, 0.3030, 0.0312,
        0.0000, 0.0000, 0.0000, 0.0323, 0.0000, 0.9302, 0.0000, 0.0000, 0.0769,
        1.0000, 0.2069, 0.0000, 0.0000, 0.9000, 0.1034, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1059, device='cuda:0')","tensor(0.2292, device='cuda:0')"
11,2.191074,2.071131,0.350255,0.084918,2.969524,2.843591,0.417434,0.084190,"tensor(0.2059, device='cuda:0')","tensor([0.1389, 0.0769, 0.0000, 0.0000, 0.9000, 0.0000, 0.3103, 0.2727, 0.1250,
        0.0000, 0.0000, 0.0000, 0.1613, 0.0000, 0.8837, 0.0000, 0.0000, 0.0000,
        0.9688, 0.1724, 0.0000, 0.0000, 0.8333, 0.2069, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1269, device='cuda:0')","tensor(0.2097, device='cuda:0')"
12,1.929617,1.810054,0.354511,0.084112,2.821628,2.695360,0.409656,0.085303,"tensor(0.2318, device='cuda:0')","tensor([0.3333, 0.0769, 0.0000, 0.0270, 0.8500, 0.0000, 0.4138, 0.2727, 0.0938,
        0.0645, 0.0000, 0.1471, 0.4839, 0.0000, 0.6512, 0.0000, 0.0000, 0.1538,
        1.0000, 0.4483, 0.0000, 0.0000, 0.5667, 0.2759, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.1765, device='cuda:0')","tensor(0.2413, device='cuda:0')"
13,1.678146,1.557633,0.357481,0.084765,2.711249,2.584461,0.435578,0.083230,"tensor(0.2824, device='cuda:0')","tensor([0.3889, 0.2692, 0.0000, 0.1081, 0.5750, 0.0000, 0.1379, 0.3333, 0.1562,
        0.0323, 0.0000, 0.9118, 0.4516, 0.0588, 0.5116, 0.0312, 0.0541, 0.3462,
        0.9688, 0.5862, 0.0233, 0.1176, 0.8333, 0.4138, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.2194, device='cuda:0')","tensor(0.3176, device='cuda:0')"
14,1.458297,1.334906,0.361399,0.087251,2.791617,2.658665,0.450065,0.087946,"tensor(0.2494, device='cuda:0')","tensor([0.4167, 0.1923, 0.0000, 0.0811, 0.1000, 0.0000, 0.3448, 0.1515, 0.0938,
        0.3226, 0.0000, 0.9412, 0.1935, 0.0588, 0.1628, 0.0000, 0.0541, 0.2308,
        0.9375, 0.6897, 0.0000, 0.2647, 0.7000, 0.7586, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.2030, device='cuda:0')","tensor(0.3638, device='cuda:0')"
