epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.537262,0.537262,0.460266,0.290301,0.290301,0.392380
1,0.413233,0.413233,0.390015,0.269393,0.269393,0.372970
2,0.396348,0.396348,0.384053,0.290357,0.290357,0.389437
3,0.382559,0.382559,0.379741,0.275183,0.275183,0.373185
4,0.369286,0.369286,0.374346,0.296667,0.296667,0.379493
5,0.358582,0.358582,0.368678,0.302576,0.302576,0.380673
6,0.354923,0.354923,0.368406,0.336561,0.336561,0.390013
7,0.350777,0.350777,0.368553,0.264767,0.264767,0.364220
8,0.343572,0.343572,0.366330,0.315126,0.315126,0.382096
9,0.341925,0.341925,0.366792,0.299793,0.299793,0.382004
10,0.343058,0.343058,0.368167,0.262283,0.262283,0.364903
11,0.337239,0.337239,0.367019,0.269432,0.269432,0.364933
12,0.337879,0.337879,0.367677,0.267242,0.267242,0.364696
13,0.333685,0.333685,0.365905,0.283478,0.283478,0.377263
14,0.328762,0.328762,0.363407,0.286813,0.286813,0.370223
15,0.323977,0.323977,0.361183,0.277686,0.277686,0.367697
16,0.322936,0.322936,0.362146,0.278102,0.278102,0.367660
