epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.145390,0.071246,0.741441,0.176159,0.124739,0.055641,0.690978,0.182251
1,0.108230,0.047517,0.607136,0.204314,0.103709,0.037089,0.666201,0.204316
2,0.092538,0.035622,0.569157,0.215878,0.087563,0.025058,0.625051,0.210227
3,0.084178,0.028697,0.554813,0.229170,0.076494,0.018529,0.579647,0.219754
4,0.076470,0.025164,0.513055,0.242348,0.071400,0.015038,0.563624,0.224659
5,0.071391,0.023200,0.481909,0.249433,0.064868,0.013080,0.517879,0.224109
6,0.068458,0.022229,0.462283,0.252958,0.062108,0.011911,0.501976,0.222791
7,0.066156,0.021425,0.447307,0.255414,0.060141,0.011344,0.487964,0.222012
8,0.064876,0.021070,0.438057,0.257431,0.059097,0.010860,0.482368,0.224307
9,0.063298,0.020515,0.427832,0.261112,0.058049,0.010537,0.475126,0.222595
10,0.062104,0.020307,0.417970,0.263910,0.057288,0.010318,0.469693,0.217834
11,0.060931,0.020035,0.408958,0.266212,0.057782,0.010354,0.474273,0.213890
12,0.059966,0.019955,0.400113,0.268172,0.056768,0.010304,0.464636,0.213688
13,0.059118,0.019877,0.392407,0.270019,0.054879,0.010140,0.447399,0.214138
14,0.058029,0.019631,0.383978,0.272292,0.054073,0.009883,0.441904,0.214961
15,0.057078,0.019534,0.375449,0.275105,0.053565,0.009927,0.436376,0.214088
16,0.056381,0.019487,0.368937,0.278527,0.053612,0.009900,0.437123,0.214084
17,0.056014,0.019547,0.364665,0.282210,0.053997,0.009795,0.442023,0.214797
18,0.055205,0.019274,0.359318,0.286307,0.053633,0.009847,0.437860,0.215030
19,0.054711,0.019263,0.354477,0.289614,0.053182,0.009884,0.432983,0.213720
20,0.053951,0.019131,0.348206,0.291744,0.051791,0.009820,0.419710,0.216460
