epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.251648,0.219574,0.320737,0.118969,0.207376,0.167733,0.396433,0.018114
1,0.203353,0.178323,0.250304,0.141382,0.159384,0.123733,0.356508,0.084835
2,0.181207,0.159750,0.214571,0.150162,0.119213,0.099026,0.201873,0.153478
3,0.165248,0.145843,0.194048,0.154615,0.109303,0.090932,0.183716,0.157795
4,0.153597,0.135679,0.179184,0.158868,0.097174,0.080251,0.169237,0.160942
5,0.141309,0.124646,0.166629,0.163592,0.088441,0.072755,0.156860,0.165835
6,0.131829,0.116122,0.157071,0.167326,0.081436,0.066586,0.148498,0.167641
7,0.130033,0.115016,0.150167,0.169162,0.074937,0.060908,0.140289,0.168785
8,0.117194,0.102845,0.143491,0.170738,0.070651,0.057267,0.133848,0.170660
9,0.108732,0.094992,0.137400,0.172717,0.066890,0.054214,0.126758,0.171877
10,0.103620,0.090361,0.132592,0.174223,0.061565,0.049434,0.121310,0.175235
11,0.107392,0.094610,0.127827,0.176806,0.058264,0.046792,0.114722,0.177153
12,0.092853,0.080498,0.123552,0.178750,0.055551,0.044565,0.109854,0.176745
13,0.088146,0.076158,0.119878,0.180851,0.051499,0.040798,0.107009,0.177935
14,0.081859,0.069913,0.119456,0.182256,0.049794,0.038885,0.109093,0.178601
15,0.082271,0.069670,0.126013,0.182447,0.049376,0.037454,0.119223,0.179738
16,0.084777,0.071441,0.133365,0.184557,0.047380,0.036039,0.113415,0.187663
17,0.092598,0.080341,0.122562,0.188568,0.043736,0.033608,0.101276,0.187658
18,0.083855,0.072422,0.114326,0.191766,0.042856,0.033085,0.097712,0.187379
19,0.070321,0.059258,0.110637,0.194068,0.041096,0.031632,0.094639,0.187781
20,0.069964,0.059124,0.108403,0.196106,0.039932,0.030665,0.092674,0.191517
21,0.062706,0.052069,0.106369,0.197813,0.038628,0.029621,0.090066,0.191512
22,0.060977,0.050484,0.104932,0.198021,0.037309,0.028448,0.088613,0.193587
23,0.062505,0.052172,0.103327,0.198672,0.036894,0.028235,0.086590,0.193049
24,0.059229,0.049117,0.101121,0.199563,0.036271,0.027862,0.084088,0.193583
25,0.054670,0.044701,0.099683,0.199848,0.035173,0.026834,0.083397,0.193006
26,0.055949,0.046096,0.098534,0.200048,0.033762,0.025528,0.082342,0.194925
27,0.060200,0.050449,0.097509,0.201517,0.033757,0.025650,0.081063,0.195918
28,0.054551,0.044887,0.096639,0.202067,0.033954,0.025982,0.079712,0.193876
29,0.060183,0.050603,0.095808,0.202561,0.033301,0.025281,0.080192,0.197495
30,0.056055,0.046545,0.095099,0.203386,0.032503,0.024762,0.077409,0.195525
31,0.058283,0.048919,0.093638,0.203151,0.031391,0.023787,0.076048,0.196664
32,0.052360,0.043050,0.093098,0.203046,0.031309,0.023713,0.075958,0.194840
33,0.047825,0.038592,0.092328,0.203311,0.030909,0.023458,0.074513,0.195769
34,0.062101,0.052937,0.091640,0.203373,0.031400,0.023962,0.074383,0.194666
35,0.049555,0.040464,0.090915,0.203085,0.030824,0.023490,0.073340,0.193316
36,0.064498,0.055448,0.090500,0.202412,0.030582,0.023196,0.073852,0.194934
37,0.051452,0.042435,0.090174,0.202348,0.029799,0.022432,0.073671,0.195532
38,0.048171,0.039146,0.090250,0.202898,0.030089,0.022799,0.072897,0.193906
39,0.043206,0.034279,0.089265,0.203104,0.029041,0.021860,0.071810,0.195771
40,0.047592,0.038744,0.088486,0.202648,0.028599,0.021515,0.070849,0.192828
41,0.049040,0.040264,0.087768,0.202834,0.028790,0.021754,0.070364,0.194472
42,0.042558,0.033840,0.087177,0.202450,0.028467,0.021452,0.070151,0.194236
43,0.059909,0.051244,0.086644,0.202163,0.028025,0.021137,0.068879,0.194990
44,0.049299,0.040630,0.086689,0.202744,0.028884,0.021841,0.070424,0.189904
45,0.043389,0.034783,0.086058,0.201862,0.027677,0.020822,0.068547,0.194551
46,0.046867,0.038274,0.085933,0.201296,0.027779,0.020871,0.069073,0.195227
47,0.046100,0.037582,0.085178,0.201013,0.027286,0.020487,0.067995,0.192827
48,0.042556,0.034048,0.085083,0.200846,0.027545,0.020806,0.067388,0.190980
49,0.044138,0.035678,0.084598,0.200789,0.027748,0.021014,0.067335,0.191415
50,0.071636,0.063222,0.084142,0.200486,0.028050,0.021356,0.066936,0.191231
