epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.644192,0.644192,0.581920,1.270530,1.270530,0.795665
1,0.548700,0.548700,0.533413,1.218927,1.218927,0.774270
2,0.527265,0.527265,0.522871,1.211784,1.211784,0.776433
3,0.512095,0.512095,0.516432,1.211162,1.211162,0.776492
4,0.503497,0.503497,0.513333,1.217080,1.217080,0.779297
5,0.496443,0.496443,0.511448,1.228340,1.228340,0.788627
6,0.489908,0.489908,0.509314,1.238932,1.238932,0.789342
7,0.484108,0.484108,0.506805,1.259146,1.259146,0.800314
8,0.481062,0.481062,0.505473,1.264235,1.264235,0.800344
9,0.477719,0.477719,0.503390,1.282152,1.282152,0.806512
