epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.889335,0.711479,0.782186,0.170034,0.000003,1.853555,1.689676,0.735375,0.156525,1.690254,0.919091
1,0.788213,0.646430,0.858445,0.133199,0.000001,1.701067,1.573217,0.838991,0.119461,1.574555,0.874690
2,0.734791,0.619595,0.904061,0.106156,0.000001,1.654797,1.545982,0.871562,0.100099,1.544705,0.861552
3,0.708582,0.607206,0.911179,0.092264,0.000001,1.629055,1.528636,0.870021,0.091719,1.528250,0.853285
4,0.692448,0.598189,0.906788,0.085191,0.000001,1.614366,1.518709,0.863177,0.087025,1.518216,0.848425
5,0.681840,0.591384,0.900525,0.081450,0.000001,1.604199,1.510928,0.853710,0.084734,1.511750,0.845235
6,0.674211,0.586072,0.894105,0.079198,0.000001,1.598861,1.508799,0.848238,0.081580,1.508941,0.843226
7,0.668311,0.581712,0.886213,0.077736,0.000001,1.594453,1.505776,0.838745,0.080290,1.507490,0.841804
8,0.663747,0.578101,0.878771,0.076858,0.000001,1.593954,1.506526,0.829838,0.079129,1.506779,0.840828
9,0.659540,0.574720,0.872518,0.076094,0.000001,1.593351,1.507181,0.821534,0.077954,1.506348,0.839833
10,0.656129,0.571776,0.866039,0.075693,0.000001,1.592785,1.508028,0.815234,0.076605,1.507541,0.839706
11,0.653104,0.569127,0.860658,0.075371,0.000001,1.591051,1.506530,0.808542,0.076435,1.506582,0.839082
12,0.650364,0.566550,0.855254,0.075261,0.000001,1.592867,1.508782,0.800861,0.076076,1.507846,0.839117
13,0.647701,0.563993,0.850590,0.075201,0.000001,1.593246,1.508886,0.794931,0.076410,1.507905,0.838701
14,0.645241,0.561440,0.846751,0.075333,0.000001,1.591538,1.508230,0.791638,0.075392,1.508043,0.838445
