loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.360987, 0.358390, 0.380630, 350.12 M Ops, 47.56 M Ops, 10.39 M Ops, 1.0141 M, 0.3888 %, 90.62 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.398980, 0.395910, 0.413137, 350.12 M Ops, 44.46 M Ops, 10.39 M Ops, 1.0141 M, 0.3841 %, 87.83 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.359759, 0.357148, 0.379764, 350.12 M Ops, 47.46 M Ops, 10.39 M Ops, 1.0141 M, 0.3861 %, 90.53 uJ
