loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.371285, 0.366254, 0.387787, 40.14 M Ops, 5.24 M Ops, 1.16 M Ops, 0.3262 M, 0.3902 %, 10.07 uJ
