epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.742075,0.545837,0.807306,0.188165,0.000003,1.326454,1.137919,0.765966,0.180876,1.112635,0.741291
1,0.619701,0.457645,0.871443,0.153342,0.000001,1.204625,1.051357,0.848207,0.144786,1.055841,0.711545
2,0.563390,0.428308,0.916507,0.125916,0.000001,1.164944,1.031729,0.888400,0.124332,1.033961,0.698907
3,0.538667,0.416643,0.934784,0.112676,0.000001,1.120250,0.999454,0.905295,0.111744,1.014436,0.690165
4,0.516750,0.401578,0.941187,0.105760,0.000002,1.117267,1.001620,0.911840,0.106529,1.004795,0.684932
5,0.505798,0.394683,0.942978,0.101685,0.000001,1.131559,1.019631,0.913687,0.102791,1.005111,0.683945
6,0.495486,0.386864,0.942178,0.099200,0.000001,1.102485,0.993652,0.912935,0.099703,1.002238,0.682664
7,0.487780,0.380494,0.941008,0.097876,0.000001,1.148949,1.042160,0.911205,0.097678,1.010556,0.685634
8,0.480662,0.374180,0.938188,0.097100,0.000001,1.148606,1.043449,0.908760,0.096069,1.017806,0.688085
9,0.474470,0.368518,0.935670,0.096595,0.000001,1.112055,1.007777,0.904942,0.095229,1.021842,0.690575
10,0.468639,0.362978,0.934085,0.096320,0.000001,1.118464,1.013357,0.901846,0.096089,1.020134,0.690127
11,0.467793,0.362302,0.933518,0.096156,0.000001,1.120426,1.017163,0.905021,0.094212,1.024197,0.690993
12,0.470027,0.364289,0.933008,0.096408,0.000001,1.113093,1.007619,0.900350,0.096470,1.020331,0.690046
13,0.469154,0.363486,0.932415,0.096343,0.000001,1.117002,1.012029,0.901022,0.095963,1.021003,0.690480
