loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.319330, 0.407059, 0.406298, 0.381203, 0.436988, 0.406298, 2234.43 M Ops, 327.97 M Ops, 34.59 M Ops, 6.9773 M, 0.3814 %, 454.30 uJ, 0.388889, 0.730769, 0.200000, 0.378378, 0.550000, 0.285714, 0.310345, 0.303030, 0.187500, 0.580645, 0.090909, 0.382353, 0.483871, 0.264706, 0.813953, 0.250000, 0.297297, 0.423077, 0.937500, 0.793103, 0.209302, 0.411765, 0.700000, 0.448276, 0.031250, 0.111111
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.311108, 0.410588, 0.408582, 0.382025, 0.408747, 0.408582, 2234.43 M Ops, 340.58 M Ops, 34.59 M Ops, 6.9773 M, 0.3853 %, 465.64 uJ, 0.388889, 0.615385, 0.160000, 0.324324, 0.475000, 0.228571, 0.413793, 0.393939, 0.312500, 0.645161, 0.060606, 0.411765, 0.483871, 0.117647, 0.790698, 0.125000, 0.216216, 0.461538, 0.937500, 0.724138, 0.418605, 0.588235, 0.733333, 0.448276, 0.000000, 0.148148
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
2.409969, 0.407059, 0.408064, 0.383541, 0.409408, 0.408064, 2234.43 M Ops, 341.30 M Ops, 34.59 M Ops, 6.9773 M, 0.3815 %, 466.29 uJ, 0.305556, 0.692308, 0.280000, 0.351351, 0.500000, 0.228571, 0.413793, 0.393939, 0.281250, 0.548387, 0.121212, 0.588235, 0.548387, 0.176471, 0.674419, 0.062500, 0.297297, 0.461538, 0.906250, 0.551724, 0.279070, 0.617647, 0.733333, 0.448276, 0.000000, 0.148148
