epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.444812,3.255962,0.138984,0.174816,0.013534,3.451151,3.259875,0.180076,0.173268,"tensor(0.0424, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.3636, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.7059, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0073, device='cuda:0')","tensor(0.0041, device='cuda:0')"
1,3.436799,3.249957,0.131864,0.173614,0.004200,3.448909,3.259207,0.167779,0.172923,"tensor(0.0400, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.5625, 0.0000, 0.0000, 0.0000, 0.5333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0066, device='cuda:0')","tensor(0.0036, device='cuda:0')"
2,3.414226,3.231178,0.129829,0.170008,0.005776,3.445562,3.259678,0.175109,0.168373,"tensor(0.0412, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.1000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0049, device='cuda:0')","tensor(0.0028, device='cuda:0')"
3,3.383825,3.205797,0.143099,0.163593,0.012539,3.446357,3.265142,0.193618,0.161853,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0015, device='cuda:0')"
4,3.349018,3.179277,0.169598,0.152564,0.021672,3.451873,3.277142,0.221616,0.152569,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
5,3.314698,3.154966,0.203464,0.139115,0.027014,3.455874,3.289740,0.242007,0.141933,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
6,3.282728,3.131411,0.214547,0.129564,0.029911,3.452358,3.294625,0.252448,0.132488,"tensor(0.0447, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.2000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0111, device='cuda:0')","tensor(0.0104, device='cuda:0')"
7,3.242949,3.098922,0.215526,0.122209,0.026493,3.427682,3.277196,0.258042,0.124682,"tensor(0.0624, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.7000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0095, device='cuda:0')","tensor(0.0052, device='cuda:0')"
8,3.187367,3.049804,0.223845,0.114956,0.022223,3.391465,3.246056,0.262661,0.119143,"tensor(0.0635, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.7333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0094, device='cuda:0')","tensor(0.0051, device='cuda:0')"
9,3.118409,2.984350,0.234541,0.110315,0.029047,3.354930,3.213262,0.280048,0.113663,"tensor(0.0694, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0099, device='cuda:0')","tensor(0.0053, device='cuda:0')"
10,3.028696,2.897080,0.247589,0.106610,0.024702,3.300810,3.161106,0.297370,0.109967,"tensor(0.0729, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0233, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0127, device='cuda:0')","tensor(0.0444, device='cuda:0')"
