loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432863,0.408777,0.428577,25.36 M Ops,4.16 M Ops,1.27 M Ops,0.2676 M,0.2464 %,9.60 uJ,0.557352,0.520535,0.738845
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434649,0.411634,0.430099,24.84 M Ops,4.37 M Ops,0.79 M Ops,0.2676 M,0.2011 %,7.54 uJ,0.558409,0.520423,0.737020
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432863,0.408777,0.428577,25.36 M Ops,4.16 M Ops,1.27 M Ops,0.2676 M,0.2464 %,9.60 uJ,0.557352,0.520535,0.738845
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432357,0.408052,0.427971,25.36 M Ops,4.14 M Ops,1.27 M Ops,0.2676 M,0.2460 %,9.58 uJ,0.553668,0.518354,0.739308
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431258,0.406281,0.426798,25.36 M Ops,4.15 M Ops,1.27 M Ops,0.2676 M,0.2508 %,9.60 uJ,0.551152,0.517551,0.740440
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433164,0.408847,0.429101,25.36 M Ops,4.23 M Ops,1.27 M Ops,0.2676 M,0.2489 %,9.67 uJ,0.556540,0.520233,0.738801
