epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.647348,0.647348,0.584818,1.250339,1.250339,0.786189
1,0.546237,0.546237,0.533323,1.217167,1.217167,0.776577
2,0.527657,0.527657,0.524119,1.210493,1.210493,0.773938
3,0.515802,0.515802,0.517632,1.200228,1.200228,0.767970
4,0.506403,0.506403,0.512293,1.191814,1.191814,0.763836
5,0.499291,0.499291,0.508762,1.201033,1.201033,0.767209
6,0.494241,0.494241,0.506535,1.231915,1.231915,0.776006
7,0.488659,0.488659,0.503918,1.220654,1.220654,0.777306
8,0.484516,0.484516,0.502020,1.235541,1.235541,0.780480
9,0.481544,0.481544,0.500675,1.254848,1.254848,0.786842
10,0.479541,0.479541,0.499893,1.250058,1.250058,0.786035
