snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.332698,0.285798,0.333879,133.16 M Ops,8.49 M Ops,5.83 M Ops,0.1873 M,0.4682 %,34.45 uJ,0.285798,0.333879,0.814382
