shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.334914,0.302158,0.335080,196.45 M Ops,15.14 M Ops,40.23 M Ops,0.5510 M,0.4586 %,198.71 uJ,0.367755,0.377241,0.802869
