horizon_zero_based,mse,mae
0,0.355275775962,0.430166103611
1,0.354211131919,0.426841606887
2,0.365573605884,0.431678714848
3,0.346886487312,0.42061413126
4,0.343368419855,0.41900104621
5,0.372983313788,0.4369954968
6,0.373015164046,0.436137799572
7,0.331067629289,0.407209444864
8,0.362751200426,0.42867346437
9,0.35772521897,0.42653411846
10,0.400045408184,0.451306092896
11,0.370663409555,0.431302254092
12,0.379472865463,0.435685813402
13,0.387932858623,0.443288627008
14,0.346025283704,0.415058121954
15,0.417534445518,0.460491409373
16,0.40322411361,0.45232445487
17,0.402716584012,0.449536606113
18,0.411669869214,0.452252393775
19,0.4163751845,0.45523228677
20,0.406445184066,0.449488866537
21,0.413464292261,0.455000196017
22,0.43003664666,0.464000164962
23,0.412266713533,0.455512882466
24,0.398086726701,0.446633720807
25,0.438091462614,0.471276928934
26,0.409418695044,0.45230033667
27,0.457317465484,0.480568430197
28,0.412846398229,0.455201864518
29,0.4568960213,0.480847020732
30,0.432151336632,0.465453313141
31,0.442369100211,0.472970908639
32,0.455907545727,0.479815593347
33,0.438783374988,0.4672835322
34,0.472647848434,0.487592899088
35,0.470877005485,0.486106372427
36,0.471690942446,0.486978867975
37,0.424066980864,0.459374628878
38,0.460471889044,0.480663982928
39,0.429126953289,0.461562399508
40,0.482876764662,0.492449761098
41,0.457798470155,0.477229811661
42,0.477845026517,0.488079103689
43,0.435617638067,0.463838398076
44,0.444044930065,0.467264573223
45,0.443238170587,0.469490397968
46,0.449946216273,0.47512069458
47,0.44445197852,0.471370224661
48,0.422959957953,0.458240380254
49,0.454441001057,0.476743898316
50,0.450075521511,0.474180018456
51,0.430792097953,0.462884945725
52,0.44248185796,0.469756743253
53,0.501030378312,0.501974908587
54,0.477647723854,0.48939649334
55,0.47286093176,0.488285058052
56,0.483532824755,0.491298458859
57,0.473077106759,0.487620631185
58,0.491174252217,0.496660875476
59,0.527268631958,0.516243990238
60,0.54170069281,0.523698179692
61,0.515873939986,0.509512557073
62,0.520081831348,0.5134669435
63,0.564441166508,0.536929967958
64,0.524466967992,0.51678612641
65,0.516684394121,0.509885581266
66,0.557167594823,0.531342428568
67,0.542786412955,0.52581786082
68,0.525042752363,0.515259463636
69,0.538470194514,0.523204440897
70,0.524775186349,0.516873200754
71,0.522564328077,0.516059982742
72,0.534180950097,0.522130591817
73,0.510927662959,0.507142342859
74,0.535704311894,0.521681528598
75,0.550361982092,0.529335225656
76,0.531860161984,0.521486642863
77,0.525756403608,0.514890837359
78,0.552712187609,0.529854191107
79,0.530401984782,0.521709237022
80,0.525533056284,0.516465926082
81,0.49644749229,0.501270679576
82,0.512282202626,0.507398252875
83,0.529276831451,0.517883178365
84,0.524163882247,0.517006601748
85,0.552832413019,0.530497754382
86,0.517349847238,0.511320415213
87,0.546058697439,0.52630958936
88,0.549105887475,0.527214268491
89,0.53694792959,0.521074141552
90,0.518964819659,0.511246283138
91,0.516898036053,0.510988384566
92,0.515541000139,0.507776926292
93,0.525473462984,0.514389387652
94,0.481264876281,0.492951603121
95,0.546100853412,0.526482683382
96,0.543301535403,0.525081433792
97,0.473390716977,0.487002345679
98,0.491211093303,0.496635053704
99,0.513144295163,0.508658921561
100,0.52628682048,0.517045819534
101,0.533136956168,0.518635888724
102,0.533068664761,0.518344952343
103,0.539119811574,0.522439067695
104,0.516102793758,0.510865360791
105,0.530156036931,0.517110026119
106,0.564145912539,0.534654228737
107,0.578109597225,0.539373202607
108,0.578641834286,0.540762385927
109,0.582013186271,0.543879377718
110,0.565745214457,0.53410311815
111,0.551041837362,0.529127068413
112,0.570161911083,0.53779983092
113,0.539006759561,0.520564275679
114,0.516214856522,0.509288218386
115,0.552423775281,0.527628075656
116,0.541170886254,0.524595241564
117,0.567806979036,0.53723636863
118,0.569860720016,0.5390114538
119,0.574002782577,0.539138427028
120,0.604005542262,0.557445448603
121,0.592910995311,0.548934372693
122,0.568076338319,0.538270498182
123,0.601326529674,0.555107845768
124,0.592947505995,0.549155229906
125,0.605351727857,0.556449848394
126,0.573562238122,0.53840183794
127,0.580880304418,0.544579732005
128,0.599142384975,0.550349319713
129,0.632199630091,0.569964931271
130,0.599234939321,0.551119670939
131,0.638207396676,0.570911447705
132,0.634867695076,0.567470881985
133,0.609508688387,0.559122603833
134,0.61185475934,0.559138408488
135,0.619202509501,0.563897144399
136,0.638311036035,0.572055898174
137,0.62448016898,0.56436906012
138,0.580056069085,0.544361956101
139,0.564274484001,0.535657503947
140,0.579660851123,0.544653379765
141,0.591765364316,0.549482575159
142,0.594242294226,0.550729894246
143,0.618390926998,0.563181869477
144,0.62415135801,0.568012779594
145,0.583859778835,0.545483298823
146,0.614526410479,0.561162777255
147,0.648193522261,0.577005055903
148,0.608916058057,0.555216113538
149,0.657457075148,0.580366717068
150,0.652411678816,0.578603432204
151,0.631006860457,0.570162713492
152,0.603171671881,0.555311736122
153,0.60694685754,0.555707074829
154,0.605976834663,0.554706941819
155,0.611868957219,0.559500337099
156,0.613270511326,0.560312716801
157,0.616314460874,0.562480384525
158,0.586177701374,0.547934915412
159,0.618927378619,0.563965918994
160,0.642843345156,0.575539173379
161,0.641173220659,0.576041888126
162,0.605473762592,0.557959835379
163,0.592123975418,0.550012936741
164,0.606001102272,0.558092530538
165,0.575813437175,0.542524854918
166,0.580993069414,0.547638138873
167,0.592462087157,0.55334453472
168,0.583210063164,0.547285388653
169,0.571264023461,0.541946400693
170,0.574145012289,0.540788772112
171,0.583279162035,0.546983243232
172,0.595536074839,0.551382318961
173,0.571079314239,0.540692210745
174,0.567199598104,0.538625420627
175,0.583944099649,0.546652182398
176,0.563473157855,0.536002421912
177,0.57557916594,0.541000802996
178,0.602615554711,0.55615642684
179,0.590028820735,0.549086275076
180,0.601069203564,0.556891547176
181,0.577522868855,0.543837193955
182,0.570253669011,0.539896393514
183,0.605601999912,0.559249240057
184,0.610528462741,0.559490114507
185,0.568778841343,0.539386891901
186,0.563457366264,0.535660372059
187,0.554766570548,0.532769435013
188,0.578956416554,0.544811833435
189,0.569138339763,0.540338766366
190,0.61039956133,0.561365243385
191,0.546211804803,0.529414758575
192,0.596476119611,0.555490819985
193,0.585813701657,0.549443954333
194,0.564516552318,0.537715919269
195,0.579788575262,0.543636097585
196,0.548234665624,0.528112051141
197,0.532873806007,0.521448318564
198,0.577214073814,0.543528025237
199,0.552223315637,0.532961894356
200,0.552377329586,0.532986793747
201,0.563927893537,0.537100947178
202,0.573844990913,0.543655402103
203,0.633739166728,0.570454861323
204,0.653694777768,0.58241698805
205,0.624913990564,0.567971838009
206,0.620508063057,0.565602386091
207,0.634719328873,0.573026512704
208,0.597251240125,0.55510997953
209,0.613313552737,0.56396142052
210,0.5950773965,0.553947926979
211,0.585832779331,0.548888597963
212,0.586795250386,0.551086111376
213,0.600816156584,0.55646059524
214,0.608645774801,0.559775706345
215,0.612808819008,0.562596514668
216,0.607908753229,0.561526021457
217,0.624529092264,0.567891039919
218,0.58420922842,0.549718050694
219,0.632385061744,0.571435487804
220,0.635509349465,0.575578616562
221,0.658983772567,0.58269485289
222,0.683223506191,0.597588662213
223,0.669608451128,0.590087557809
224,0.63391855471,0.573290059042
225,0.645965246794,0.577564682455
226,0.64829092503,0.57890494899
227,0.631852937736,0.572949844077
228,0.661403984765,0.586713533791
229,0.692224674502,0.601951808874
230,0.670340779498,0.593182159337
231,0.675949304088,0.595464844847
232,0.691932395387,0.604148705194
233,0.688743155543,0.59816050016
234,0.661829633663,0.588643834463
235,0.649962757952,0.582290993455
236,0.676328162518,0.594711421286
237,0.713344057527,0.610774557901
238,0.66778684586,0.592001288483
239,0.652043222449,0.584586284718
240,0.68448118126,0.600545388261
241,0.684779469203,0.596401966257
242,0.627313960426,0.572237366744
243,0.679206533144,0.595937162037
244,0.677817406177,0.594879027647
245,0.694085182615,0.601744913967
246,0.675209402054,0.595086831228
247,0.63633605908,0.577947809706
248,0.661511235377,0.588322125349
249,0.686159019452,0.601875202952
250,0.683585153094,0.598376323377
251,0.644713817861,0.580310607192
252,0.664254305396,0.590502120125
253,0.681401478947,0.599394796449
254,0.656443695928,0.58910022735
255,0.699901585633,0.608138545271
256,0.692361627982,0.605416076403
257,0.672186914755,0.596020850954
258,0.699589370173,0.607837248283
259,0.684058651503,0.600122622884
260,0.73821017791,0.623950427308
261,0.678532890366,0.602291229614
262,0.670004497168,0.595608357328
263,0.665166760902,0.593456645615
264,0.681638373856,0.602547248054
265,0.687610398046,0.602732289589
266,0.68938136993,0.602250245195
267,0.696056109102,0.605949720497
268,0.712644263382,0.613306455257
269,0.722069600451,0.618528064859
270,0.663083778589,0.59179953886
271,0.677762818947,0.597885162292
272,0.712885025425,0.613740056431
273,0.766702477665,0.635394365307
274,0.759435991611,0.6338445355
275,0.742811158868,0.624917676264
276,0.769723296802,0.636803066665
277,0.762162565935,0.636437732892
278,0.78233933676,0.644767100476
279,0.731964141386,0.62323748924
280,0.782914405451,0.645061515871
281,0.786521879033,0.646425353164
282,0.776110794047,0.641278826202
283,0.779368651541,0.64245531357
284,0.795527629982,0.648599843987
285,0.758064520901,0.633827156652
286,0.785955467762,0.647569979108
287,0.79303999867,0.649690639154
288,0.792313299746,0.650882931438
289,0.79984227439,0.650352614711
290,0.78363870455,0.641116961232
291,0.763177111722,0.634437119739
292,0.763218072229,0.634965866749
293,0.808290844349,0.652426686133
294,0.734301628932,0.622575729977
295,0.735555787585,0.622520160351
296,0.781950500298,0.642644184988
297,0.788410483852,0.645035313404
298,0.742076205106,0.624520948973
299,0.843811972998,0.667697940403
300,0.867664710904,0.677620926004
301,0.811474361067,0.656363767838
302,0.810550864782,0.657732308204
303,0.831381971746,0.663118141445
304,0.786136106144,0.645808558753
305,0.789226557023,0.645922203161
306,0.788186497305,0.644173731041
307,0.762376036655,0.634076947089
308,0.808425210689,0.651171219777
309,0.818081922755,0.658455626988
310,0.808583271649,0.655678760765
311,0.770114585222,0.638989838179
312,0.789690506981,0.647882952666
313,0.812203861007,0.656503842684
314,0.803602499526,0.649235689396
315,0.847888366909,0.66893809104
316,0.870140565839,0.675966072483
317,0.85150486632,0.670893635454
318,0.876906544214,0.681025455488
319,0.869612457281,0.680198815994
320,0.8717343174,0.678159511485
321,0.849749863617,0.670282807228
322,0.842025066331,0.666606114544
323,0.881247802037,0.685102472095
324,0.893067711686,0.687638416462
325,0.918954553941,0.698370837371
326,0.896721920907,0.689313438279
327,0.898026761982,0.689892801846
328,0.893056324175,0.687318738077
329,0.971024528929,0.716563840009
330,0.984625461249,0.721760337913
331,0.936769483053,0.703636973742
332,0.90850103488,0.69189134356
333,0.917212632803,0.695823274639
334,0.9133708429,0.698622023725
335,0.91943711174,0.698647097294
336,0.959631786052,0.715239749312
337,0.935865027581,0.70472182256
338,0.922714716407,0.700129886994
339,0.974701531612,0.715731620817
340,0.930273298884,0.704005392652
341,0.983071561363,0.722224503756
342,0.913141061911,0.696389666732
343,0.885825369632,0.685560937591
344,0.942125977501,0.707307694717
345,0.887702516141,0.68575642116
346,0.865945588738,0.67610984722
347,0.936853416043,0.704569116409
348,0.875439581179,0.681916020422
349,0.822447245553,0.660901446421
350,0.885345027759,0.686885989313
351,0.896488336625,0.690392072619
352,0.904756000368,0.695234052683
353,0.916788748627,0.699190762974
354,0.935480445911,0.704658275222
355,0.937150183923,0.702455462461
356,0.938084954554,0.70558717881
357,0.908162060645,0.694037906882
358,0.951236012084,0.710083491506
359,0.92120915132,0.700726120694
360,0.966606433074,0.716943300934
361,0.963968061746,0.714910459643
362,0.973896896693,0.718825115578
363,1.01537724005,0.734994630003
364,1.02525153119,0.737170564728
365,1.04781357443,0.744583980628
366,0.986070100038,0.726191788042
367,0.956445606832,0.713617686497
368,0.941863114728,0.707154343808
369,0.971277375371,0.717570743587
370,0.962791570405,0.715153521237
371,0.986490143548,0.723415097379
372,1.04239122278,0.745643836016
373,0.988423794536,0.726960400658
374,0.997169477117,0.728267593213
375,1.01552557645,0.734360222642
376,1.05620791963,0.749325014502
377,1.03637570075,0.741028120978
378,1.00023062448,0.729569612944
379,1.03584755682,0.741468718615
380,1.0806398829,0.75748856556
381,1.04480951294,0.744706787357
382,1.05488926427,0.750906380783
383,1.05761175712,0.751226633797
384,1.01531444488,0.737348961493
385,1.00287476892,0.73007985537
386,0.953572958634,0.712488451778
387,0.999691162681,0.72814173719
388,0.97792984751,0.722413820347
389,1.03112315994,0.740757069019
390,1.02591248141,0.739850865709
391,1.00433051511,0.73323122832
392,1.01751444824,0.736474665014
393,0.985548092883,0.725888302087
394,0.982720252945,0.724708431523
395,1.02790266956,0.740933988415
396,0.988693375646,0.723637980356
397,1.0390746707,0.745077655414
398,1.04154753515,0.746836687454
399,1.00008906402,0.731892927909
400,1.03943733926,0.745919440117
401,0.979564318982,0.722740489783
402,1.09833898645,0.765519434771
403,1.03120800506,0.739931868983
404,1.07081388392,0.754177501158
405,1.02831900125,0.741918967817
406,1.01819985333,0.741430167497
407,0.995560536312,0.730625409755
408,1.0399771946,0.748338293558
409,1.00970203708,0.735060666751
410,0.966471207752,0.720514429291
411,1.01779785948,0.7371058347
412,1.01973236579,0.739588073809
413,1.06181697208,0.755457125956
414,1.12212993532,0.77703280759
415,1.04778288289,0.749368236178
416,1.05305335177,0.751462912858
417,1.06904122866,0.75634061447
418,1.09068368422,0.764621444645
419,1.12021749749,0.773595371808
420,1.13018055932,0.77794855786
421,1.094666653,0.765844424466
422,1.18727144802,0.797445878725
423,1.10574606397,0.77192433596
424,1.16453513738,0.789369783914
425,1.16105081966,0.787617353282
426,1.15590414691,0.78768991597
427,1.20650437476,0.804718165491
428,1.22848093005,0.810429870376
429,1.1809490715,0.795719556504
430,1.23750581615,0.811657066329
431,1.20564751985,0.803894777422
432,1.22916225485,0.81258670054
433,1.24019919404,0.813578402988
434,1.19145141362,0.796758456044
435,1.12645118342,0.772434020926
436,1.15410594918,0.782408063581
437,1.22239531193,0.807009844566
438,1.13568382366,0.7792256389
439,1.14619204004,0.780516294619
440,1.15901346453,0.784517243353
441,1.19025282943,0.794893298442
442,1.16798845419,0.78779912968
443,1.22218932066,0.806213936455
444,1.24056308836,0.811386039708
445,1.19857520891,0.798179912871
446,1.28432656368,0.826878355358
447,1.24206759998,0.813097606609
448,1.24624191073,0.814765879562
449,1.25313576529,0.816617680994
450,1.20943018857,0.8023319129
451,1.15888185143,0.784384935251
452,1.21877870945,0.801892909514
453,1.23895493911,0.809910545727
454,1.26445176725,0.819827424452
455,1.19797484794,0.798985523242
456,1.17709920009,0.789888976815
457,1.19722179518,0.796980743166
458,1.1270779586,0.774740062081
459,1.15152194609,0.78300496628
460,1.18532201107,0.793492653142
461,1.20192620314,0.799248445793
462,1.12686788944,0.774201343164
463,1.1525944152,0.784244811919
464,1.15920428398,0.786664075488
465,1.19227239611,0.795806292966
466,1.18069257384,0.791047411793
467,1.19465439986,0.796345792257
468,1.2577666957,0.815079488929
469,1.26327070315,0.820277017405
470,1.26106994254,0.818851760136
471,1.26660182222,0.821004388273
472,1.33816248415,0.841675320013
473,1.27600597984,0.823427506573
474,1.30912837012,0.834577864192
475,1.29130026573,0.825292895181
476,1.29797334505,0.831592372277
477,1.34958058951,0.847642379542
478,1.26882185731,0.821262108384
479,1.30880816481,0.835196869136
480,1.28000343967,0.826527962589
481,1.31578909656,0.838354558674
482,1.26914946375,0.824650614637
483,1.26567510321,0.82070168489
484,1.29200774781,0.82739235067
485,1.30340425008,0.834438555905
486,1.34566838523,0.847346479721
487,1.22384710869,0.808727972235
488,1.28637196058,0.826874227185
489,1.26254251549,0.81863960343
490,1.30580873596,0.833913080385
491,1.21795974537,0.805232363836
492,1.28135349749,0.825922873008
493,1.31726903547,0.837854402771
494,1.37348923105,0.855277514128
495,1.28000851289,0.82589495108
496,1.35598934072,0.85178597885
497,1.34786620773,0.846831261261
498,1.3234874827,0.83957481479
499,1.33505875802,0.845605624838
500,1.35947964686,0.849431061732
501,1.35288473007,0.850225411478
502,1.38228110924,0.859986973179
503,1.36127299421,0.852830336509
504,1.3725221086,0.857417809197
505,1.41911077236,0.870127560835
506,1.29776932024,0.832761965571
507,1.30420306551,0.8335865076
508,1.41913331464,0.870217765742
509,1.39983838679,0.862291794255
510,1.38754068667,0.860762364132
511,1.44034774249,0.875156817073
512,1.39543962528,0.863068120333
513,1.40895322225,0.865367769461
514,1.50565399037,0.893669904483
515,1.47055728923,0.88180128999
516,1.57020941075,0.913152899587
517,1.56904910838,0.913091951298
518,1.55581790685,0.909077162751
519,1.55273855239,0.909265249741
520,1.54281388315,0.908519491774
521,1.47952010464,0.888259731881
522,1.47364327829,0.885968766384
523,1.49433177815,0.890104214069
524,1.53033526828,0.901366963694
525,1.55017274283,0.908405967532
526,1.49914513672,0.896494954088
527,1.38672839649,0.861228540873
528,1.50957582829,0.90004510686
529,1.48949235813,0.894077526064
530,1.42392429054,0.872163046954
531,1.39383808488,0.861570989045
532,1.43684937328,0.877695173867
533,1.45095765845,0.881065172451
534,1.48441371507,0.892287906886
535,1.46089674784,0.88452047145
536,1.46266116397,0.883056574057
537,1.43377807275,0.873258652312
538,1.47019046956,0.8850522185
539,1.51555254245,0.897910828337
540,1.55790012943,0.910827796357
541,1.53430302728,0.9024065398
542,1.5293938884,0.903990769288
543,1.50443095381,0.898152283395
544,1.61535239445,0.928967553519
545,1.54779721138,0.906413757856
546,1.60641097806,0.924440986399
547,1.54879104055,0.908801674661
548,1.63562487262,0.933793706822
549,1.60398794883,0.92472780859
550,1.56945539856,0.917025266159
551,1.59012928688,0.923325701155
552,1.58901572005,0.921881927757
553,1.54442557987,0.90928588651
554,1.58987665474,0.921223630339
555,1.63563156924,0.932882237919
556,1.60330926539,0.922825843873
557,1.64915797108,0.937014318898
558,1.64789892976,0.936011237372
559,1.56487301858,0.915201422686
560,1.58726163282,0.920161628966
561,1.65674758615,0.939205239318
562,1.64287354215,0.93535962272
563,1.70743208794,0.951751892102
