loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.442986,0.482459,0.442126,73.61 M Ops,12.85 M Ops,4.26 M Ops,0.2652 M,0.4346 %,31.15 uJ,0.536514,0.470432,0.562715
