epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.213331,0.203194,0.101370,0.032907,0.071204,0.060914,0.102894,0.032415
1,0.103284,0.093196,0.100874,0.039967,0.049505,0.039245,0.102601,0.036197
2,0.093454,0.083371,0.100833,0.042168,0.045735,0.035464,0.102716,0.037165
3,0.090798,0.080728,0.100705,0.042565,0.043621,0.033374,0.102472,0.037305
4,0.090595,0.080523,0.100721,0.043386,0.041435,0.031198,0.102372,0.037845
5,0.089566,0.079508,0.100581,0.045097,0.040533,0.030265,0.102676,0.040586
6,0.087159,0.077109,0.100505,0.046877,0.039419,0.029143,0.102763,0.041972
7,0.087237,0.077193,0.100434,0.047836,0.040015,0.029771,0.102442,0.042623
8,0.087020,0.076978,0.100420,0.049189,0.039499,0.029258,0.102412,0.043465
9,0.086634,0.076599,0.100351,0.050534,0.037389,0.027147,0.102414,0.045969
10,0.087486,0.077465,0.100201,0.052531,0.037808,0.027599,0.102090,0.048033
0,0.201830,0.200660,0.011697,0.036392,0.061477,0.060703,0.007743,0.035916
1,0.092673,0.091862,0.008111,0.041998,0.040035,0.039344,0.006909,0.036616
2,0.084471,0.083712,0.007594,0.041735,0.036038,0.035393,0.006447,0.036340
3,0.083084,0.082357,0.007273,0.041790,0.033243,0.032594,0.006483,0.037327
4,0.082967,0.082260,0.007071,0.043259,0.031276,0.030666,0.006098,0.039609
5,0.080215,0.079523,0.006917,0.045122,0.030498,0.029914,0.005843,0.040429
6,0.078847,0.078177,0.006691,0.046593,0.030159,0.029586,0.005732,0.041929
7,0.078058,0.077405,0.006527,0.050176,0.029417,0.028864,0.005531,0.045006
8,0.078604,0.077964,0.006392,0.051247,0.028983,0.028437,0.005452,0.045225
9,0.078973,0.078356,0.006169,0.051561,0.027702,0.027177,0.005246,0.046132
10,0.076743,0.076139,0.006048,0.051681,0.027576,0.027065,0.005109,0.047343
11,0.078891,0.078297,0.005942,0.052819,0.028605,0.028087,0.005188,0.048880
12,0.078088,0.077498,0.005905,0.054122,0.027929,0.027428,0.005011,0.050135
13,0.078510,0.077924,0.005853,0.055712,0.027914,0.027417,0.004972,0.050950
