loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.364801, 0.361998, 0.383565, 326.11 M Ops, 43.20 M Ops, 10.04 M Ops, 1.0053 M, 0.4226 %, 85.04 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.363474, 0.360696, 0.382974, 326.11 M Ops, 43.28 M Ops, 10.04 M Ops, 1.0053 M, 0.4230 %, 85.11 uJ
