snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.352962,0.328507,0.353501,84.58 M Ops,7.40 M Ops,17.22 M Ops,0.2307 M,0.5755 %,85.89 uJ,0.328507,0.353501,0.702553
