epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.552809,0.552809,0.536433,0.939022,0.939022,0.681056
1,0.425197,0.425197,0.468975,0.895159,0.895159,0.664827
2,0.408973,0.408973,0.459191,0.854558,0.854558,0.646126
3,0.399456,0.399456,0.453834,0.847941,0.847941,0.639497
4,0.390064,0.390064,0.447420,0.826800,0.826800,0.632304
5,0.384484,0.384484,0.443765,0.806683,0.806683,0.622858
6,0.380468,0.380468,0.441524,0.793810,0.793810,0.617748
7,0.376263,0.376263,0.439007,0.792962,0.792962,0.619350
8,0.371363,0.371363,0.435596,0.781731,0.781731,0.615606
9,0.369106,0.369106,0.434406,0.774786,0.774786,0.610318
10,0.367596,0.367596,0.433319,0.781837,0.781837,0.611231
11,0.367077,0.367077,0.433080,0.770882,0.770882,0.609165
12,0.365098,0.365098,0.431856,0.776006,0.776006,0.610432
13,0.365209,0.365209,0.431775,0.766149,0.766149,0.605421
14,0.363736,0.363736,0.431062,0.767842,0.767842,0.607072
15,0.362244,0.362244,0.430365,0.772763,0.772763,0.607981
16,0.360745,0.360745,0.429320,0.775688,0.775688,0.607913
17,0.357996,0.357996,0.427322,0.770862,0.770862,0.605896
18,0.358021,0.358021,0.427414,0.778565,0.778565,0.609575
19,0.357685,0.357685,0.427205,0.777071,0.777071,0.606831
