loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.327762, 0.321863, 0.328008, 0.442641, 397.30 M Ops, 61.00 M Ops, 25.99 M Ops, 0.7483 M, 0.4133 %, 174.43 uJ
