loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.435929, 0.262357, 0.262238, 0.215161, 0.256430, 0.262238, 44365.09 M Ops, 2502.54 M Ops, 2805.83 M Ops, 6.5818 M, 0.5349 %, 15159.11 uJ, 0.666667, 0.106061, 0.045455, 0.230769
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.479225, 0.250951, 0.250641, 0.208417, 0.238468, 0.250641, 44365.09 M Ops, 1078.23 M Ops, 2805.83 M Ops, 6.6570 M, 0.4806 %, 13877.22 uJ, 0.651515, 0.060606, 0.121212, 0.169231
