loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.287207, 0.289358, 0.339863, 37.99 M Ops, 4.89 M Ops, 1.16 M Ops, 0.2648 M, 0.3897 %, 9.75 uJ
