head,variant,n,mse,mse_sd,mae,mae_sd
flatten,heterogeneous_no_memory,3,0.8000427659157715,0.04668360768118556,0.6285033752469611,0.022645508622912397
flatten,heterogeneous_retrieval,3,0.8097557957916841,0.031170274744495474,0.6314603323297203,0.010588199181149154
flatten,homogeneous_no_memory,3,0.7871034003066083,0.06219170894809688,0.624228143059765,0.01931974488738365
flatten,homogeneous_retrieval,3,0.8111486391948667,0.040830181151139205,0.6277350795739608,0.012471343064557296
