head,data,variant,off_minus_full_mse,uniform_minus_full_mse,recent_minus_full_mse,memory_gate,memory_entropy,membrane_diversity,evidence_ratio
flatten,ETTh1,heterogeneous_retrieval,-0.019497197726172644,-0.00282011409532786,0.007008196011194068,0.506281852722168,0.9042213161786398,0.137241929769516,0.01954730600118637
flatten,ETTh1,homogeneous_retrieval,-0.008102213199599065,-0.000645704472393945,0.004169234107334348,0.5169731577237447,0.9256958365440369,0.0,0.01863749697804451
flatten,ETTh2,heterogeneous_retrieval,-0.023198753858725423,-0.0004650308293073409,0.0036283263819431033,0.5000390907128652,0.9232307275136312,0.24183415869871774,0.01829357258975506
flatten,ETTh2,homogeneous_retrieval,-0.043576348050691806,-0.008340073904361053,-0.003595543117868879,0.5050545732180277,0.9474721352259318,0.0,0.01576240360736847
