run_id,data,head,variant,heterogeneous,retrieval,seed,mse,mae,best_epoch,epochs,parameters,seconds,initial_parameter_sha256,log_path,memory_gate,memory_entropy,mean_lag_patches,membrane_diversity,evidence_ratio,spike_rate,persistence_mse,window_mean_mse,off_mse,off_minus_full_mse,uniform_mse,uniform_minus_full_mse,recent_mse,recent_minus_full_mse
ETTh1_p720_flatten_heterogeneous_no_memory_seed7,ETTh1,flatten,heterogeneous_no_memory,True,False,7,0.539061894417995,0.5303995321448605,1,5,997567,164.0414741039276,39ec7c4b4125361fad91b862998126cf809856ca4e6b4ce9e5576963dac93734,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.1277393400669098,0.0,0.03083811525721103,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_no_memory_seed13,ETTh1,flatten,heterogeneous_no_memory,True,False,13,0.5816342073873859,0.5544828525984249,2,6,997567,202.21918296813965,b75d98f789ef3be7fe01afe43fd8e063964ab21b5baf157eb623215a3c0c3f5d,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.14178776741027832,0.0,0.03325294761452824,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_no_memory_seed21,ETTh1,flatten,heterogeneous_no_memory,True,False,21,0.586263553847788,0.5582117965516185,1,5,997567,161.77007842063904,5cc7196f2929e1eadb3d7a91c292ccfcb0b345e387006518bf2f17f18a0aa0fa,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.13304899632930756,0.0,0.02366004919167608,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_heterogeneous_retrieval_seed7,ETTh1,flatten,heterogeneous_retrieval,True,True,7,0.5650361408644604,0.5446199130718443,2,6,997567,260.63457560539246,39ec7c4b4125361fad91b862998126cf809856ca4e6b4ce9e5576963dac93734,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.5060551762580872,0.9074216485023499,9.77505431510508,0.13704469799995422,0.019729861989617348,0.03518946538679302,1.335120677905364,0.7005317012704549,0.5428318669244436,-0.022204273940016783,0.561398992164773,-0.0036371486996874536,0.5735481958651361,0.008512055000675645
ETTh1_p720_flatten_heterogeneous_retrieval_seed13,ETTh1,flatten,heterogeneous_retrieval,True,True,13,0.5566171748902751,0.5393023798831356,2,6,997567,272.4936513900757,b75d98f789ef3be7fe01afe43fd8e063964ab21b5baf157eb623215a3c0c3f5d,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.5092635154724121,0.896687924861908,9.998121119482676,0.13643775880336761,0.019294695928692818,0.033448925940319896,1.335120677905364,0.7005317012704549,0.5421567452955401,-0.014460429594734925,0.5543118516549792,-0.002305323235295864,0.5637161664995659,0.007098991609290839
ETTh1_p720_flatten_heterogeneous_retrieval_seed21,ETTh1,flatten,heterogeneous_retrieval,True,True,21,0.5893174639083456,0.5579044781254201,1,5,997567,218.03066325187683,5cc7196f2929e1eadb3d7a91c292ccfcb0b345e387006518bf2f17f18a0aa0fa,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.5035268664360046,0.9085543751716614,10.424402737553464,0.13824333250522614,0.019617360085248947,0.025161430705338717,1.335120677905364,0.7005317012704549,0.5674905742645794,-0.021826889643766223,0.5867995935573453,-0.002517870351000262,0.5947310053319613,0.00541354142361572
ETTh1_p720_flatten_homogeneous_no_memory_seed7,ETTh1,flatten,homogeneous_no_memory,False,False,7,0.5610148973159649,0.5495877005177943,3,7,997567,207.69422435760498,39ec7c4b4125361fad91b862998126cf809856ca4e6b4ce9e5576963dac93734,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.0690104141831398,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_no_memory_seed13,ETTh1,flatten,homogeneous_no_memory,False,False,13,0.5826812448787227,0.5564724554040207,6,10,997567,292.54760789871216,b75d98f789ef3be7fe01afe43fd8e063964ab21b5baf157eb623215a3c0c3f5d,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.10995960980653763,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_no_memory_seed21,ETTh1,flatten,homogeneous_no_memory,False,False,21,0.5792990827635008,0.5636160708887085,2,6,997567,185.6564815044403,5cc7196f2929e1eadb3d7a91c292ccfcb0b345e387006518bf2f17f18a0aa0fa,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.05230920389294624,1.335120677905364,0.7005317012704549,,,,,,
ETTh1_p720_flatten_homogeneous_retrieval_seed7,ETTh1,flatten,homogeneous_retrieval,False,True,7,0.5703851153984429,0.554410905836266,4,8,997567,345.1440119743347,39ec7c4b4125361fad91b862998126cf809856ca4e6b4ce9e5576963dac93734,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h720-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+720+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_homogeneous_retrieval,0.5179880857467651,0.9409669041633606,10.467564231483266,0.0,0.018868431448936462,0.06978103518486023,1.335120677905364,0.7005317012704549,0.5536166467799607,-0.016768468618482246,0.5711550914858378,0.0007699760873948192,0.5793306649803415,0.008945549581898526
