head,data,seed,False,True,interaction
flatten,ETTh1,7,0.009370218082478066,0.0259742464464654,0.016604028363987333
flatten,ETTh1,13,-0.03544870410329182,-0.025017032497110847,0.01043167160618097
flatten,ETTh1,21,-0.02027288606016875,0.003053910060557552,0.0233267961207263
flatten,ETTh2,7,0.010487987917481179,0.14872589621716137,0.1382379082996802
flatten,ETTh2,13,0.04183218996108273,-0.0801437626084548,-0.12197595256953753
flatten,ETTh2,21,0.13830262753196965,-0.014315078363143607,-0.15261770589511325
