head,heterogeneous,seed,delta_mse,delta_mae,relative_mse_pct
flatten,False,7,0.009929102999979622,0.0026827243220550745,1.366669470401638
flatten,False,13,0.003191742928895458,-0.0039545866744621905,-1.1860768792977097
flatten,False,21,0.05901487073590045,0.011792671894994222,6.054994416652243
flatten,True,7,0.08735007133181338,0.03370829227394867,10.210506192711799
flatten,True,13,-0.05258039755278282,-0.02122278208583528,-5.887107669997543
flatten,True,21,-0.005630584151293028,-0.003614638939835768,-0.40994731491898473
