head,data,variant,heterogeneous,retrieval,n,mse,mse_sd,mae,mae_sd
flatten,ETTh1,heterogeneous_no_memory,True,False,3,0.5689865518843896,0.026018677051752585,0.5476980604316346,0.015096541538304677
flatten,ETTh1,heterogeneous_retrieval,True,True,3,0.570323593221027,0.016979254688694618,0.5472755903601333,0.009581178484328125
flatten,ETTh1,homogeneous_no_memory,False,False,3,0.5743317416527295,0.011656050465772073,0.5565587422701744,0.0070145832294826625
flatten,ETTh1,homogeneous_retrieval,False,True,3,0.558881284292402,0.0115769675487006,0.5495932641380249,0.004695242913206062
flatten,ETTh2,heterogeneous_no_memory,True,False,3,1.0310989799471535,0.06749415611129528,0.7093086900622875,0.030266470494765527
flatten,ETTh2,heterogeneous_retrieval,True,True,3,1.0491879983623411,0.054940097012672426,0.7156450742993071,0.014577198490479337
flatten,ETTh2,homogeneous_no_memory,False,False,3,0.999875058960487,0.1210836919357669,0.6918975438493558,0.04071784626304886
flatten,ETTh2,homogeneous_retrieval,False,True,3,1.0634159940973316,0.09237245544593822,0.7058768950098968,0.029110914068371924
